Train Accuracy,Train Loss,Evaluation Loss,Evaluation Accuracy,Query Times,Training Times,Cluster Coverage,Log Loss,Diversity Metrics,Entropy Reduction,MAE,Model Confidence,Data Percentage,Data Count,EPOCHS,Top 1 Error,Top 5 Error
26.63,2.05,1.79,36.96,3.98,1.55,10,1.79,0.45,1.87,0.16,0.32,22.22,10000,5,0.63,0.15
42.45,1.61,1.57,44.38,3.9,1.63,10,1.57,0.56,1.63,0.14,0.4,23.33,10500,10,0.56,0.1
50.79,1.39,1.42,49.76,3.8,1.69,10,1.42,0.63,1.46,0.13,0.46,24.44,11000,15,0.5,0.07
56.85,1.23,1.29,54.06,3.81,1.76,10,1.29,0.67,1.36,0.12,0.51,25.56,11500,20,0.46,0.06
62.33,1.08,1.21,55.88,3.76,1.81,10,1.21,0.7,1.24,0.11,0.55,26.67,12000,25,0.44,0.05
67.09,0.95,1.15,59.3,3.82,1.9,10,1.15,0.72,1.14,0.11,0.58,27.78,12500,30,0.41,0.04
70.53,0.84,1.12,60.54,3.6,1.97,10,1.11,0.73,1.08,0.1,0.61,28.89,13000,35,0.39,0.04
74.17,0.75,1.08,61.7,3.49,2.05,10,1.08,0.75,1.0,0.1,0.64,30.0,13500,40,0.38,0.04
77.06,0.67,1.04,64.94,3.58,2.1,10,1.03,0.76,0.93,0.09,0.66,31.11,14000,45,0.35,0.04
80.16,0.58,1.02,65.3,3.45,2.19,10,1.01,0.76,0.91,0.09,0.67,32.22,14500,50,0.35,0.03
82.5,0.51,0.99,66.3,3.39,2.27,10,0.99,0.78,0.81,0.09,0.71,33.33,15000,55,0.34,0.03
85.01,0.44,1.0,66.7,3.35,2.33,10,1.0,0.79,0.74,0.08,0.73,34.44,15500,60,0.33,0.03
87.03,0.39,1.02,67.42,3.39,2.44,10,1.01,0.8,0.68,0.08,0.76,35.56,16000,65,0.33,0.03
88.89,0.33,1.02,67.58,3.25,2.5,10,1.02,0.81,0.62,0.08,0.77,36.67,16500,70,0.32,0.03
90.72,0.28,1.06,67.88,3.16,2.52,10,1.05,0.81,0.57,0.07,0.79,37.78,17000,75,0.32,0.03
92.2,0.24,1.13,66.74,3.23,2.63,10,1.13,0.82,0.52,0.07,0.81,38.89,17500,80,0.33,0.03
93.36,0.2,1.16,68.16,3.09,2.7,10,1.15,0.82,0.47,0.07,0.82,40.0,18000,85,0.32,0.03
94.24,0.18,1.12,68.46,3.05,2.8,10,1.11,0.83,0.48,0.07,0.82,41.11,18500,90,0.32,0.03
94.98,0.16,1.19,68.4,3.03,2.84,10,1.18,0.83,0.43,0.07,0.84,42.22,19000,95,0.32,0.03
95.65,0.14,1.17,68.42,2.95,2.9,10,1.16,0.83,0.42,0.07,0.84,43.33,19500,100,0.32,0.03
96.26,0.12,1.22,68.96,2.87,2.98,10,1.2,0.83,0.4,0.07,0.85,44.44,20000,105,0.31,0.03
96.56,0.11,1.27,67.88,2.84,3.06,10,1.26,0.83,0.39,0.07,0.85,45.56,20500,110,0.32,0.03
96.65,0.11,1.22,69.06,2.78,3.13,10,1.21,0.83,0.39,0.07,0.85,46.67,21000,115,0.31,0.03
97.07,0.1,1.22,69.82,2.74,3.2,10,1.21,0.84,0.36,0.07,0.86,47.78,21500,120,0.3,0.03
97.34,0.09,1.27,68.54,2.65,3.24,10,1.26,0.83,0.37,0.07,0.86,48.89,22000,125,0.31,0.03
97.2,0.1,1.26,69.26,2.58,3.33,10,1.25,0.84,0.36,0.07,0.86,50.0,22500,130,0.31,0.03
97.36,0.09,1.29,69.26,2.58,3.44,10,1.27,0.83,0.35,0.07,0.87,51.11,23000,135,0.31,0.03
97.58,0.08,1.31,69.58,2.45,3.47,10,1.29,0.82,0.34,0.07,0.87,52.22,23500,140,0.3,0.03
97.57,0.09,1.26,69.9,2.46,3.52,10,1.25,0.83,0.35,0.06,0.87,53.33,24000,145,0.3,0.03
97.65,0.08,1.27,69.46,2.39,3.6,10,1.26,0.83,0.35,0.07,0.87,54.44,24500,150,0.31,0.03
97.68,0.08,1.26,70.32,2.34,3.72,10,1.25,0.83,0.34,0.06,0.87,55.56,25000,155,0.3,0.03
