Train Accuracy,Train Loss,Evaluation Loss,Evaluation Accuracy,Query Times,Training Times,Cluster Coverage,Log Loss,Diversity Metrics,Entropy Reduction,MAE,Model Confidence,Data Percentage,Data Count,EPOCHS,Top 1 Error,Top 5 Error
10.53,2.3,2.3,9.74,4.05,2.48,10,2.3,0.0,2.3,0.18,0.11,22.22,10000,5,0.9,0.46
16.95,2.24,2.1,22.04,3.95,2.61,10,2.1,0.19,2.12,0.17,0.2,23.33,10500,10,0.78,0.23
26.57,1.97,1.77,32.76,3.94,2.71,10,1.77,0.52,1.7,0.15,0.35,24.44,11000,15,0.67,0.13
34.77,1.74,1.58,42.2,3.87,2.83,10,1.58,0.62,1.49,0.14,0.43,25.56,11500,20,0.58,0.1
40.42,1.6,1.51,45.48,3.79,2.94,10,1.51,0.67,1.33,0.13,0.49,26.67,12000,25,0.55,0.09
44.53,1.49,1.35,50.36,3.73,3.07,10,1.35,0.69,1.33,0.13,0.5,27.78,12500,30,0.5,0.07
47.91,1.4,1.42,50.5,3.71,3.19,10,1.42,0.71,1.18,0.12,0.56,28.89,13000,35,0.5,0.07
50.84,1.33,1.17,56.76,3.59,3.29,10,1.17,0.76,1.09,0.11,0.6,30.0,13500,40,0.43,0.04
54.39,1.25,1.13,59.98,3.61,3.41,10,1.13,0.79,0.95,0.1,0.65,31.11,14000,45,0.4,0.04
57.77,1.16,1.02,63.3,3.56,3.53,10,1.02,0.8,0.89,0.09,0.67,32.22,14500,50,0.37,0.03
60.18,1.1,0.98,65.2,3.48,3.66,10,0.98,0.81,0.86,0.09,0.69,33.33,15000,55,0.35,0.03
62.44,1.03,0.87,69.2,3.5,3.78,10,0.87,0.82,0.83,0.08,0.7,34.44,15500,60,0.31,0.02
65.04,0.97,0.92,68.16,3.39,3.89,10,0.93,0.83,0.69,0.08,0.75,35.56,16000,65,0.32,0.02
67.57,0.9,0.77,73.22,3.3,4.0,10,0.78,0.85,0.62,0.07,0.78,36.67,16500,70,0.27,0.02
69.48,0.85,0.74,73.92,3.23,4.13,10,0.74,0.84,0.67,0.07,0.76,37.78,17000,75,0.26,0.02
72.05,0.78,0.7,76.18,3.18,4.25,10,0.71,0.86,0.54,0.06,0.81,38.89,17500,80,0.24,0.01
73.67,0.74,0.77,72.76,3.22,4.37,10,0.78,0.85,0.62,0.07,0.78,40.0,18000,85,0.27,0.02
75.77,0.68,0.71,76.76,3.15,4.47,10,0.71,0.86,0.48,0.06,0.83,41.11,18500,90,0.23,0.01
77.45,0.63,0.68,77.76,2.96,4.59,10,0.69,0.87,0.45,0.06,0.84,42.22,19000,95,0.22,0.02
79.37,0.58,0.65,77.94,2.97,4.7,10,0.65,0.87,0.48,0.06,0.83,43.33,19500,100,0.22,0.01
81.26,0.53,0.62,79.98,2.94,4.83,10,0.63,0.88,0.35,0.05,0.87,44.44,20000,105,0.2,0.01
83.06,0.47,0.63,80.22,2.8,4.95,10,0.64,0.88,0.35,0.05,0.87,45.56,20500,110,0.2,0.01
84.65,0.43,0.59,80.54,2.79,5.06,10,0.59,0.88,0.37,0.05,0.87,46.67,21000,115,0.19,0.01
86.59,0.38,0.61,81.0,2.78,5.16,10,0.62,0.88,0.32,0.04,0.88,47.78,21500,120,0.19,0.01
88.35,0.33,0.64,80.88,2.72,5.29,10,0.65,0.88,0.29,0.04,0.89,48.89,22000,125,0.19,0.01
89.82,0.29,0.63,81.76,2.56,5.4,10,0.64,0.89,0.25,0.04,0.9,50.0,22500,130,0.18,0.01
91.17,0.25,0.67,82.08,2.6,5.52,10,0.67,0.89,0.23,0.04,0.92,51.11,23000,135,0.18,0.01
92.68,0.21,0.72,81.9,2.55,5.64,10,0.72,0.89,0.22,0.04,0.92,52.22,23500,140,0.18,0.01
93.91,0.18,0.7,82.88,2.46,5.76,10,0.71,0.89,0.19,0.04,0.93,53.33,24000,145,0.17,0.01
94.61,0.16,0.74,81.94,2.42,5.87,10,0.75,0.89,0.19,0.04,0.93,54.44,24500,150,0.18,0.01
95.32,0.14,0.72,82.88,2.35,6.0,10,0.73,0.89,0.18,0.04,0.93,55.56,25000,155,0.17,0.01
