Train Accuracy,Train Loss,Evaluation Loss,Evaluation Accuracy,Query Times,Training Times,Cluster Coverage,Log Loss,Diversity Metrics,Entropy Reduction,MAE,Model Confidence,Data Percentage,Data Count,EPOCHS,Top 1 Error,Top 5 Error
12.54,2.28,2.08,23.32,-1.0,2.45,-1,2.08,-1.0,2.14,0.17,0.19,22.22,10000,10,0.77,0.25
35.47,1.73,1.45,46.2,19.83,4.79,10,1.46,0.18000000715255737,1.48,0.13,0.45,44.44,20000,20,0.54,0.07
50.4,1.35,1.03,62.4,14.15,7.14,10,1.03,0.6399999856948853,1.07,0.1,0.61,66.67,30000,30,0.38,0.03
66.76,0.92,0.74,75.06,8.57,9.48,10,0.74,0.7699999809265137,0.81,0.07,0.71,88.89,40000,40,0.25,0.02
78.52,0.61,0.64,77.64,2.92,10.66,10,0.64,0.8199999928474426,0.58,0.06,0.79,100.0,45000,50,0.22,0.01
