Train Accuracy,Train Loss,Evaluation Loss,Evaluation Accuracy,Query Times,Training Times,Cluster Coverage,Log Loss,Diversity Metrics,Entropy Reduction,MAE,Model Confidence,Data Percentage,Data Count,EPOCHS,Top 1 Error,Top 5 Error
33.2,1.85,1.56,42.96,4.0,1.59,10,1.56,0.6,1.56,0.14,0.43,22.22,10000,10,0.57,0.09
48.98,1.41,1.31,52.0,3.98,1.68,10,1.32,0.68,1.33,0.12,0.51,23.33,10500,20,0.48,0.06
56.63,1.21,1.16,58.66,3.93,1.74,10,1.16,0.74,1.13,0.11,0.59,24.44,11000,30,0.41,0.04
62.87,1.04,1.08,62.56,3.88,1.78,10,1.08,0.77,0.99,0.1,0.64,25.56,11500,40,0.37,0.04
68.79,0.88,0.98,66.42,3.81,1.88,10,0.98,0.82,0.78,0.08,0.71,26.67,12000,50,0.34,0.03
73.73,0.75,0.95,67.8,3.76,1.95,10,0.96,0.83,0.72,0.08,0.74,27.78,12500,60,0.32,0.03
78.2,0.62,0.97,68.06,3.73,2.03,10,0.98,0.84,0.62,0.08,0.77,28.89,13000,70,0.32,0.02
82.46,0.51,1.05,69.3,3.76,2.09,10,1.05,0.86,0.5,0.07,0.81,30.0,13500,80,0.31,0.03
86.32,0.4,1.14,68.88,3.77,2.16,10,1.14,0.87,0.42,0.07,0.84,31.11,14000,90,0.31,0.03
89.15,0.33,1.15,70.32,3.54,2.22,10,1.14,0.87,0.4,0.07,0.85,32.22,14500,100,0.3,0.02
91.14,0.27,1.17,71.14,3.48,2.31,10,1.16,0.88,0.37,0.06,0.86,33.33,15000,110,0.29,0.03
92.56,0.23,1.19,71.42,3.41,2.38,10,1.18,0.88,0.35,0.06,0.87,34.44,15500,120,0.29,0.03
93.58,0.2,1.28,71.76,3.31,2.47,10,1.26,0.88,0.31,0.06,0.88,35.56,16000,130,0.28,0.03
94.43,0.18,1.28,71.26,3.31,2.51,10,1.27,0.88,0.3,0.06,0.88,36.67,16500,140,0.29,0.03
95.0,0.16,1.3,71.44,3.32,2.58,10,1.29,0.88,0.29,0.06,0.89,37.78,17000,150,0.29,0.02
95.54,0.14,1.34,72.22,3.32,2.66,10,1.32,0.88,0.27,0.06,0.9,38.89,17500,160,0.28,0.02
95.9,0.13,1.33,72.08,3.16,2.72,10,1.32,0.89,0.26,0.06,0.9,40.0,18000,170,0.28,0.02
96.1,0.13,1.36,72.16,3.1,2.79,10,1.34,0.89,0.26,0.06,0.9,41.11,18500,180,0.28,0.02
96.27,0.12,1.35,72.8,3.0,2.87,10,1.34,0.89,0.26,0.06,0.9,42.22,19000,190,0.27,0.02
96.57,0.11,1.38,73.44,2.95,2.94,10,1.36,0.89,0.24,0.06,0.91,43.33,19500,200,0.27,0.02
96.69,0.11,1.32,73.12,2.88,2.99,10,1.3,0.89,0.25,0.06,0.9,44.44,20000,210,0.27,0.02
96.85,0.1,1.38,73.2,2.85,3.1,10,1.36,0.89,0.24,0.06,0.91,45.56,20500,220,0.27,0.02
96.96,0.1,1.34,73.54,2.74,3.13,10,1.33,0.89,0.24,0.06,0.91,46.67,21000,230,0.26,0.02
97.15,0.09,1.37,73.38,2.85,3.22,10,1.35,0.89,0.23,0.06,0.91,47.78,21500,240,0.27,0.02
97.16,0.09,1.33,74.24,2.69,3.28,10,1.32,0.89,0.24,0.06,0.91,48.89,22000,250,0.26,0.02
97.29,0.09,1.34,74.08,2.67,3.37,10,1.32,0.89,0.23,0.05,0.91,50.0,22500,260,0.26,0.02
97.33,0.09,1.37,74.28,2.57,3.42,10,1.35,0.89,0.23,0.05,0.91,51.11,23000,270,0.26,0.02
97.45,0.08,1.31,74.54,2.5,3.51,10,1.29,0.89,0.23,0.05,0.91,52.22,23500,280,0.25,0.02
97.52,0.08,1.32,74.18,2.49,3.59,10,1.3,0.89,0.24,0.05,0.91,53.33,24000,290,0.26,0.02
97.61,0.08,1.29,74.62,2.44,3.65,10,1.28,0.89,0.23,0.05,0.91,54.44,24500,300,0.25,0.02
97.69,0.08,1.32,74.96,2.33,3.71,10,1.3,0.89,0.22,0.05,0.92,55.56,25000,310,0.25,0.02
