Train Accuracy,Train Loss,Evaluation Loss,Evaluation Accuracy,Query Times,Training Times,Cluster Coverage,Log Loss,Diversity Metrics,Entropy Reduction,MAE,Model Confidence,Data Percentage,Data Count,EPOCHS,Top 1 Error,Top 5 Error
67.94,0.91,1.33,57.98,-1.0,6.55,-1,1.33,-1.0,0.69,0.09,0.75,22.22,10000,10,0.42,0.04
94.19,0.19,1.23,69.22,8.03,12.96,10,1.23,0.8199999928474426,0.39,0.07,0.86,44.44,20000,20,0.31,0.04
96.4,0.12,1.03,73.88,5.79,19.4,10,1.03,0.8500000238418579,0.31,0.06,0.89,66.67,30000,30,0.26,0.03
96.01,0.13,0.86,78.38,3.5,25.82,10,0.87,0.8299999833106995,0.25,0.05,0.91,88.89,40000,40,0.22,0.02
97.28,0.09,0.75,81.5,1.25,29.05,10,0.76,0.8100000023841858,0.21,0.04,0.92,100.0,45000,50,0.18,0.02
