Train Accuracy,Train Loss,Evaluation Loss,Evaluation Accuracy,Query Times,Training Times,Cluster Coverage,Log Loss,Diversity Metrics,Entropy Reduction,MAE,Model Confidence,Data Percentage,Data Count,EPOCHS,Top 1 Error,Top 5 Error
10.02,2.32,2.31,10.4,4.05,1.58,10,2.31,0.01,2.3,0.18,0.12,22.22,10000,10,0.9,0.5
12.17,2.28,2.12,19.94,4.03,1.67,10,2.11,0.19,2.16,0.17,0.18,23.33,10500,20,0.8,0.27
24.18,1.92,1.87,26.88,4.5,1.81,10,1.86,0.41,1.82,0.16,0.27,24.44,11000,30,0.73,0.16
33.13,1.74,1.62,38.68,4.39,1.99,10,1.6,0.55,1.64,0.15,0.36,25.56,11500,40,0.61,0.1
40.69,1.56,1.45,45.78,4.29,2.12,10,1.43,0.65,1.44,0.13,0.44,26.67,12000,50,0.54,0.07
46.72,1.42,1.37,50.08,4.26,2.19,10,1.34,0.72,1.19,0.12,0.53,27.78,12500,60,0.5,0.05
52.83,1.27,1.41,50.56,4.04,2.26,10,1.38,0.73,1.09,0.12,0.58,28.89,13000,70,0.49,0.06
59.87,1.1,1.19,58.1,4.11,2.37,10,1.16,0.78,0.96,0.1,0.63,30.0,13500,80,0.42,0.04
65.62,0.95,1.19,60.74,4.15,2.44,10,1.16,0.81,0.81,0.09,0.69,31.11,14000,90,0.39,0.04
71.17,0.8,1.22,62.28,4.02,2.51,10,1.19,0.83,0.65,0.09,0.75,32.22,14500,100,0.38,0.04
76.87,0.65,1.36,62.24,3.86,2.59,10,1.32,0.85,0.56,0.08,0.79,33.33,15000,110,0.38,0.04
82.32,0.5,1.52,63.8,3.81,2.68,10,1.48,0.86,0.45,0.08,0.83,34.44,15500,120,0.36,0.04
87.39,0.38,1.76,63.88,3.59,2.72,10,1.7,0.87,0.34,0.08,0.87,35.56,16000,130,0.36,0.04
91.09,0.28,1.82,64.56,3.82,2.84,10,1.76,0.88,0.3,0.07,0.88,36.67,16500,140,0.35,0.04
93.81,0.21,2.06,64.42,3.72,2.92,10,1.98,0.88,0.26,0.07,0.9,37.78,17000,150,0.36,0.04
95.47,0.17,2.02,66.1,3.5,3.01,10,1.94,0.88,0.24,0.07,0.9,38.89,17500,160,0.34,0.04
96.38,0.14,2.12,65.1,3.51,3.1,10,2.03,0.88,0.23,0.07,0.91,40.0,18000,170,0.35,0.04
96.85,0.13,2.09,66.48,3.65,3.18,10,2.01,0.89,0.22,0.07,0.91,41.11,18500,180,0.34,0.04
97.29,0.11,2.12,66.24,3.46,3.25,10,2.04,0.89,0.22,0.07,0.91,42.22,19000,190,0.34,0.04
97.62,0.1,1.98,66.84,3.46,3.31,10,1.9,0.89,0.22,0.07,0.92,43.33,19500,200,0.33,0.04
97.93,0.09,1.96,66.66,3.34,3.4,10,1.9,0.89,0.22,0.07,0.91,44.44,20000,210,0.33,0.04
97.94,0.09,2.05,67.86,3.28,3.48,10,1.96,0.89,0.21,0.07,0.92,45.56,20500,220,0.32,0.04
98.0,0.09,2.0,68.4,3.2,3.54,10,1.91,0.89,0.2,0.06,0.92,46.67,21000,230,0.32,0.03
98.4,0.08,1.99,69.26,3.01,3.59,10,1.91,0.89,0.19,0.06,0.92,47.78,21500,240,0.31,0.03
98.4,0.07,1.97,69.2,3.18,3.73,10,1.89,0.89,0.2,0.06,0.92,48.89,22000,250,0.31,0.03
98.46,0.07,1.9,69.08,2.97,3.84,10,1.83,0.89,0.2,0.06,0.92,50.0,22500,260,0.31,0.04
98.44,0.07,1.9,69.32,3.26,4.06,10,1.84,0.89,0.2,0.06,0.92,51.11,23000,270,0.31,0.03
98.58,0.07,1.81,70.16,3.15,4.2,10,1.77,0.89,0.19,0.06,0.93,52.22,23500,280,0.3,0.03
98.67,0.07,1.86,70.58,2.91,4.4,10,1.81,0.89,0.19,0.06,0.93,53.33,24000,290,0.29,0.03
98.63,0.07,1.8,70.24,2.85,4.32,10,1.76,0.89,0.19,0.06,0.93,54.44,24500,300,0.3,0.03
98.64,0.07,1.8,70.4,2.67,4.56,10,1.76,0.89,0.19,0.06,0.93,55.56,25000,310,0.3,0.03
