Train Accuracy,Train Loss,Evaluation Loss,Evaluation Accuracy,Query Times,Training Times,Cluster Coverage,Log Loss,Diversity Metrics,Entropy Reduction,MAE,Model Confidence,Data Percentage,Data Count,EPOCHS,Top 1 Error,Top 5 Error
58.23,1.16,1.46,54.3,6.03,4.65,10,1.46,0.78,0.82,0.1,0.71,22.22,10000,5,0.46,0.07
79.45,0.6,1.0,68.54,5.95,4.9,10,1.0,0.84,0.53,0.07,0.81,23.33,10500,10,0.31,0.03
92.18,0.23,1.13,70.36,5.95,5.12,10,1.13,0.86,0.37,0.06,0.87,24.44,11000,15,0.3,0.03
96.34,0.11,1.2,71.02,5.77,5.32,10,1.2,0.87,0.3,0.06,0.89,25.56,11500,20,0.29,0.03
97.92,0.06,1.27,71.44,5.76,5.54,10,1.28,0.87,0.27,0.06,0.9,26.67,12000,25,0.29,0.03
98.3,0.05,1.24,73.22,5.63,5.79,10,1.25,0.87,0.24,0.06,0.91,27.78,12500,30,0.27,0.03
98.35,0.05,1.17,73.74,5.58,6.02,10,1.17,0.87,0.25,0.06,0.91,28.89,13000,35,0.26,0.03
99.56,0.01,1.34,72.96,5.45,6.23,10,1.34,0.87,0.21,0.06,0.92,30.0,13500,40,0.27,0.03
99.49,0.02,1.25,74.32,5.41,6.46,10,1.26,0.88,0.21,0.05,0.92,31.11,14000,45,0.26,0.03
99.76,0.01,1.2,75.24,5.3,6.67,10,1.2,0.88,0.2,0.05,0.93,32.22,14500,50,0.25,0.03
99.88,0.01,1.31,74.04,5.28,6.91,10,1.31,0.87,0.2,0.05,0.93,33.33,15000,55,0.26,0.03
99.58,0.01,1.25,74.04,5.14,7.14,10,1.27,0.87,0.21,0.05,0.92,34.44,15500,60,0.26,0.03
99.68,0.01,1.27,75.06,5.09,7.39,10,1.27,0.88,0.19,0.05,0.93,35.56,16000,65,0.25,0.03
99.78,0.01,1.19,75.6,4.92,7.61,10,1.19,0.88,0.21,0.05,0.92,36.67,16500,70,0.24,0.03
99.73,0.01,1.31,74.38,4.92,7.81,10,1.31,0.88,0.2,0.05,0.93,37.78,17000,75,0.26,0.04
99.56,0.02,1.26,74.78,4.76,8.04,10,1.25,0.87,0.2,0.05,0.93,38.89,17500,80,0.25,0.03
99.64,0.01,1.21,75.44,4.76,8.25,10,1.22,0.87,0.2,0.05,0.93,40.0,18000,85,0.25,0.03
98.68,0.04,1.19,74.62,4.62,8.48,10,1.19,0.87,0.22,0.05,0.92,41.11,18500,90,0.25,0.03
99.61,0.01,1.25,74.86,4.57,8.72,10,1.26,0.87,0.2,0.05,0.93,42.22,19000,95,0.25,0.03
99.79,0.01,1.21,74.96,4.45,8.93,10,1.22,0.87,0.2,0.05,0.93,43.33,19500,100,0.25,0.03
99.85,0.01,1.23,75.32,4.34,9.16,10,1.25,0.87,0.19,0.05,0.93,44.44,20000,105,0.25,0.03
99.78,0.01,1.11,76.6,4.26,9.39,10,1.12,0.87,0.18,0.05,0.93,45.56,20500,110,0.23,0.02
99.59,0.02,1.27,73.5,4.2,9.63,10,1.29,0.86,0.21,0.06,0.92,46.67,21000,115,0.26,0.03
99.39,0.02,1.11,76.26,4.11,9.84,10,1.12,0.87,0.19,0.05,0.93,47.78,21500,120,0.24,0.02
99.73,0.01,1.19,75.78,4.0,10.07,10,1.2,0.87,0.18,0.05,0.93,48.89,22000,125,0.24,0.03
99.6,0.02,1.17,75.8,3.96,10.27,10,1.18,0.87,0.18,0.05,0.93,50.0,22500,130,0.24,0.03
99.7,0.01,1.1,76.98,3.84,10.51,10,1.11,0.87,0.18,0.05,0.93,51.11,23000,135,0.23,0.02
99.71,0.01,1.09,76.76,3.8,10.75,10,1.1,0.87,0.19,0.05,0.93,52.22,23500,140,0.23,0.03
99.7,0.01,1.14,76.32,3.71,10.96,10,1.14,0.86,0.18,0.05,0.93,53.33,24000,145,0.24,0.03
99.65,0.01,1.12,76.94,3.66,11.21,10,1.13,0.87,0.18,0.05,0.93,54.44,24500,150,0.23,0.03
99.62,0.01,1.04,77.54,3.57,11.44,10,1.05,0.86,0.18,0.05,0.93,55.56,25000,155,0.22,0.03
