Train Accuracy,Train Loss,Evaluation Loss,Evaluation Accuracy,Query Times,Training Times,Cluster Coverage,Log Loss,Diversity Metrics,Entropy Reduction,MAE,Model Confidence,Data Percentage,Data Count,EPOCHS,Top 1 Error,Top 5 Error
11.28,2.29,2.18,20.4,3.98,2.48,10,2.18,0.06,2.24,0.18,0.14,22.22,10000,10,0.8,0.26
32.25,1.82,1.6,42.4,3.93,2.6,10,1.6,0.61,1.52,0.14,0.43,23.33,10500,20,0.58,0.1
42.43,1.55,1.49,45.82,3.96,2.71,10,1.49,0.67,1.32,0.13,0.51,24.44,11000,30,0.54,0.08
49.56,1.37,1.25,55.16,3.9,2.83,10,1.25,0.73,1.14,0.11,0.58,25.56,11500,40,0.45,0.05
55.6,1.22,1.12,60.36,3.73,2.96,10,1.12,0.77,0.98,0.1,0.64,26.67,12000,50,0.4,0.04
61.19,1.08,1.02,64.92,3.67,3.07,10,1.02,0.8,0.84,0.09,0.69,27.78,12500,60,0.35,0.03
65.73,0.96,0.87,70.08,3.66,3.18,10,0.87,0.83,0.7,0.08,0.74,28.89,13000,70,0.3,0.02
69.89,0.85,0.79,72.24,4.19,3.62,10,0.79,0.83,0.69,0.07,0.75,30.0,13500,80,0.28,0.02
73.71,0.74,0.73,74.08,3.49,3.42,10,0.73,0.85,0.58,0.06,0.79,31.11,14000,90,0.26,0.01
77.23,0.64,0.77,74.46,3.49,3.53,10,0.77,0.86,0.47,0.06,0.83,32.22,14500,100,0.26,0.02
80.62,0.55,0.67,77.72,3.52,3.66,10,0.67,0.87,0.45,0.05,0.84,33.33,15000,110,0.22,0.01
83.58,0.47,0.7,78.3,3.4,3.78,10,0.7,0.87,0.39,0.05,0.85,34.44,15500,120,0.22,0.01
86.85,0.37,0.77,78.38,3.34,3.89,10,0.78,0.88,0.32,0.05,0.88,35.56,16000,130,0.22,0.01
89.68,0.3,0.82,78.14,3.27,4.0,10,0.82,0.88,0.26,0.05,0.9,36.67,16500,140,0.22,0.01
92.22,0.23,0.8,79.52,3.3,4.13,10,0.8,0.89,0.24,0.04,0.91,37.78,17000,150,0.2,0.01
94.02,0.18,0.98,78.22,3.21,4.24,10,0.97,0.89,0.21,0.05,0.92,38.89,17500,160,0.22,0.01
95.43,0.14,0.9,79.52,3.18,4.36,10,0.89,0.89,0.2,0.04,0.92,40.0,18000,170,0.2,0.01
95.92,0.13,0.95,78.8,3.04,4.48,10,0.94,0.89,0.21,0.04,0.92,41.11,18500,180,0.21,0.01
97.18,0.09,1.01,80.84,2.99,4.58,10,0.99,0.89,0.15,0.04,0.94,42.22,19000,190,0.19,0.01
97.51,0.08,0.97,80.42,2.95,4.71,10,0.96,0.89,0.17,0.04,0.93,43.33,19500,200,0.2,0.01
97.81,0.07,0.92,81.1,2.82,4.83,10,0.91,0.89,0.16,0.04,0.94,44.44,20000,210,0.19,0.01
98.04,0.06,0.95,81.34,2.86,4.95,10,0.94,0.89,0.15,0.04,0.94,45.56,20500,220,0.19,0.01
98.18,0.06,1.0,82.06,2.76,5.07,10,0.99,0.89,0.14,0.04,0.95,46.67,21000,230,0.18,0.01
98.52,0.05,0.97,81.52,2.71,5.17,10,0.96,0.89,0.14,0.04,0.94,47.78,21500,240,0.18,0.01
98.61,0.05,0.98,81.22,2.67,5.3,10,0.98,0.89,0.14,0.04,0.94,48.89,22000,250,0.19,0.01
98.68,0.04,0.96,82.42,2.66,5.42,10,0.95,0.89,0.14,0.04,0.95,50.0,22500,260,0.18,0.01
98.73,0.04,0.96,82.22,2.53,5.54,10,0.96,0.89,0.13,0.04,0.95,51.11,23000,270,0.18,0.01
98.76,0.04,0.95,82.42,2.52,5.66,10,0.94,0.89,0.13,0.04,0.95,52.22,23500,280,0.18,0.01
98.97,0.04,0.91,82.18,2.44,5.76,10,0.91,0.89,0.14,0.04,0.94,53.33,24000,290,0.18,0.01
99.12,0.03,0.97,82.28,2.45,5.87,10,0.96,0.89,0.13,0.04,0.95,54.44,24500,300,0.18,0.02
99.19,0.03,0.99,82.5,2.35,5.99,10,0.98,0.89,0.12,0.04,0.95,55.56,25000,310,0.18,0.01
