Train Accuracy,Train Loss,Evaluation Loss,Evaluation Accuracy,Query Times,Training Times,Cluster Coverage,Log Loss,Diversity Metrics,Entropy Reduction,MAE,Model Confidence,Data Percentage,Data Count,EPOCHS,Top 1 Error,Top 5 Error
18.2,2.21,2.07,26.4,4.1,1.58,10,2.07,0.19,2.13,0.17,0.2,22.22,10000,5,0.74,0.24
29.95,1.97,1.89,31.94,4.01,1.64,10,1.89,0.38,1.94,0.16,0.29,23.33,10500,10,0.68,0.2
35.35,1.8,1.72,38.94,4.06,1.67,10,1.72,0.5,1.76,0.15,0.36,24.44,11000,15,0.61,0.13
40.98,1.65,1.61,42.44,3.85,1.76,10,1.61,0.58,1.61,0.14,0.41,25.56,11500,20,0.58,0.1
44.58,1.54,1.53,45.4,3.81,1.86,10,1.53,0.64,1.48,0.14,0.46,26.67,12000,25,0.55,0.09
47.52,1.46,1.46,48.22,3.82,1.9,10,1.46,0.66,1.44,0.13,0.47,27.78,12500,30,0.52,0.08
50.12,1.38,1.41,50.36,3.71,2.02,10,1.4,0.69,1.34,0.13,0.51,28.89,13000,35,0.5,0.07
52.23,1.33,1.37,51.66,3.7,2.05,10,1.37,0.71,1.27,0.12,0.54,30.0,13500,40,0.48,0.07
54.17,1.28,1.33,53.88,3.52,2.16,10,1.33,0.72,1.23,0.12,0.55,31.11,14000,45,0.46,0.06
55.99,1.23,1.33,53.8,3.61,2.21,10,1.33,0.73,1.2,0.12,0.56,32.22,14500,50,0.46,0.06
57.66,1.18,1.28,56.22,3.52,2.27,10,1.28,0.75,1.12,0.11,0.59,33.33,15000,55,0.44,0.06
59.05,1.14,1.26,57.32,3.44,2.35,10,1.25,0.77,1.07,0.11,0.62,34.44,15500,60,0.43,0.05
60.74,1.1,1.29,56.76,3.45,2.42,10,1.29,0.77,1.02,0.11,0.63,35.56,16000,65,0.43,0.05
62.2,1.06,1.24,58.5,3.37,2.5,10,1.24,0.78,1.01,0.1,0.64,36.67,16500,70,0.42,0.05
63.67,1.02,1.25,58.94,3.25,2.57,10,1.25,0.8,0.93,0.1,0.66,37.78,17000,75,0.41,0.05
65.11,0.98,1.24,59.7,3.26,2.64,10,1.24,0.8,0.89,0.1,0.68,38.89,17500,80,0.4,0.05
66.12,0.95,1.27,59.06,3.23,2.71,10,1.27,0.81,0.83,0.1,0.7,40.0,18000,85,0.41,0.05
67.29,0.92,1.26,59.68,3.13,2.78,10,1.26,0.81,0.87,0.1,0.69,41.11,18500,90,0.4,0.05
68.74,0.88,1.29,60.06,3.09,2.87,10,1.28,0.82,0.81,0.1,0.7,42.22,19000,95,0.4,0.05
69.87,0.84,1.28,59.86,2.99,2.9,10,1.28,0.82,0.78,0.09,0.71,43.33,19500,100,0.4,0.05
70.97,0.82,1.29,60.52,2.94,3.05,10,1.29,0.83,0.75,0.09,0.73,44.44,20000,105,0.39,0.05
72.22,0.78,1.31,60.86,3.04,3.11,10,1.31,0.83,0.72,0.09,0.74,45.56,20500,110,0.39,0.05
72.85,0.76,1.34,60.14,2.85,3.16,10,1.34,0.83,0.71,0.09,0.74,46.67,21000,115,0.4,0.05
73.74,0.74,1.32,61.58,2.71,3.2,10,1.32,0.84,0.67,0.09,0.75,47.78,21500,120,0.38,0.05
74.65,0.71,1.32,61.36,2.76,3.3,10,1.33,0.85,0.67,0.09,0.75,48.89,22000,125,0.39,0.05
75.2,0.69,1.36,61.46,2.61,3.34,10,1.36,0.85,0.63,0.09,0.77,50.0,22500,130,0.39,0.05
76.17,0.67,1.35,61.82,2.63,3.47,10,1.35,0.85,0.6,0.09,0.78,51.11,23000,135,0.38,0.05
76.7,0.66,1.39,61.46,2.61,3.51,10,1.39,0.86,0.6,0.09,0.78,52.22,23500,140,0.39,0.05
77.56,0.64,1.37,62.2,2.5,3.58,10,1.37,0.86,0.57,0.08,0.79,53.33,24000,145,0.38,0.05
78.27,0.62,1.43,62.8,2.46,3.65,10,1.42,0.86,0.55,0.08,0.79,54.44,24500,150,0.37,0.05
78.82,0.6,1.46,62.26,2.39,3.75,10,1.46,0.86,0.53,0.08,0.8,55.56,25000,155,0.38,0.05
