Train Accuracy,Train Loss,Evaluation Loss,Evaluation Accuracy,Query Times,Training Times,Cluster Coverage,Log Loss,Diversity Metrics,Entropy Reduction,MAE,Model Confidence,Data Percentage,Data Count,EPOCHS,Top 1 Error,Top 5 Error
24.62,2.05,1.81,35.8,-1.0,1.52,-1,1.81,-1.0,1.86,0.16,0.32,22.22,10000,10,0.64,0.15
46.18,1.53,1.55,44.72,3.92,1.79,10,1.55,0.44999998807907104,1.54,0.14,0.44,26.67,12000,20,0.55,0.1
56.84,1.23,1.4,49.66,3.71,2.09,10,1.41,0.5899999737739563,1.37,0.13,0.5,31.11,14000,30,0.5,0.08
64.24,1.04,1.32,52.76,3.51,2.35,10,1.32,0.6399999856948853,1.26,0.12,0.54,35.56,16000,40,0.47,0.06
69.2,0.91,1.28,55.0,3.29,2.63,10,1.28,0.6700000166893005,1.17,0.11,0.57,40.0,18000,50,0.45,0.06
73.0,0.8,1.25,56.44,3.03,2.95,10,1.24,0.6700000166893005,1.04,0.11,0.62,44.44,20000,60,0.44,0.05
75.94,0.72,1.27,55.94,2.93,3.21,10,1.27,0.699999988079071,0.96,0.1,0.65,48.89,22000,70,0.44,0.05
77.94,0.65,1.23,57.4,2.6,3.49,10,1.23,0.6899999976158142,0.92,0.1,0.66,53.33,24000,80,0.43,0.05
79.51,0.61,1.22,58.4,2.39,3.76,10,1.22,0.699999988079071,0.86,0.1,0.69,57.78,26000,90,0.42,0.05
80.58,0.57,1.25,58.44,2.21,4.02,10,1.25,0.699999988079071,0.82,0.1,0.7,62.22,28000,100,0.42,0.05
81.53,0.54,1.27,59.52,1.97,4.33,10,1.26,0.6899999976158142,0.76,0.09,0.72,66.67,30000,110,0.4,0.05
81.93,0.53,1.28,59.38,1.79,4.6,10,1.28,0.6800000071525574,0.72,0.09,0.73,71.11,32000,120,0.41,0.04
82.12,0.52,1.28,60.2,1.59,4.9,10,1.28,0.6899999976158142,0.69,0.09,0.75,75.56,34000,130,0.4,0.04
82.25,0.52,1.3,60.18,1.32,5.18,10,1.3,0.6800000071525574,0.66,0.09,0.75,80.0,36000,140,0.4,0.04
82.34,0.51,1.33,59.5,1.07,5.43,10,1.34,0.6800000071525574,0.65,0.09,0.76,84.44,38000,150,0.4,0.04
82.25,0.51,1.28,61.02,0.89,5.73,10,1.28,0.6299999952316284,0.65,0.09,0.76,88.89,40000,160,0.39,0.04
82.0,0.51,1.29,62.04,0.65,6.02,10,1.29,0.6399999856948853,0.59,0.08,0.78,93.33,42000,170,0.38,0.04
81.75,0.52,1.33,61.52,0.45,6.26,10,1.32,0.6200000047683716,0.59,0.09,0.78,97.78,44000,180,0.38,0.04
82.36,0.5,1.37,61.72,0.22,6.43,10,1.37,0.5699999928474426,0.55,0.08,0.8,100.0,45000,190,0.38,0.04
