Train Accuracy,Train Loss,Evaluation Loss,Evaluation Accuracy,Query Times,Training Times,Cluster Coverage,Log Loss,Diversity Metrics,Entropy Reduction,MAE,Model Confidence,Data Percentage,Data Count,EPOCHS,Top 1 Error,Top 5 Error
12.1,2.28,2.12,22.76,-1.0,2.49,-1,2.12,-1.0,2.21,0.17,0.17,22.22,10000,10,0.77,0.25
36.74,1.72,1.61,39.32,4.04,2.94,10,1.62,0.11999999731779099,1.52,0.14,0.43,26.67,12000,20,0.61,0.1
51.12,1.36,1.37,49.46,3.87,3.42,10,1.37,0.5799999833106995,1.19,0.12,0.56,31.11,14000,30,0.51,0.06
61.81,1.08,1.12,58.68,3.59,3.88,10,1.13,0.6800000071525574,1.04,0.1,0.62,35.56,16000,40,0.41,0.03
70.9,0.84,1.02,63.12,3.44,4.36,10,1.02,0.7200000286102295,0.95,0.09,0.65,40.0,18000,50,0.37,0.03
77.43,0.66,0.93,67.74,3.14,4.83,10,0.93,0.7200000286102295,0.81,0.08,0.7,44.44,20000,60,0.32,0.03
81.8,0.53,0.81,71.96,2.93,5.29,10,0.81,0.7200000286102295,0.65,0.07,0.76,48.89,22000,70,0.28,0.02
85.31,0.43,0.82,72.34,2.75,5.76,10,0.83,0.7599999904632568,0.59,0.07,0.78,53.33,24000,80,0.28,0.02
87.91,0.36,0.71,75.04,2.47,6.25,10,0.72,0.7300000190734863,0.54,0.06,0.81,57.78,26000,90,0.25,0.01
89.94,0.3,0.68,76.62,2.28,6.83,10,0.69,0.75,0.5,0.06,0.82,62.22,28000,100,0.23,0.01
91.35,0.26,0.67,77.6,2.09,7.2,10,0.67,0.7400000095367432,0.45,0.05,0.84,66.67,30000,110,0.22,0.01
92.43,0.23,0.72,77.42,1.89,7.64,10,0.72,0.7400000095367432,0.37,0.05,0.86,71.11,32000,120,0.23,0.01
93.19,0.21,0.68,78.7,1.59,8.1,10,0.68,0.7200000286102295,0.37,0.05,0.86,75.56,34000,130,0.21,0.01
93.74,0.19,0.73,79.18,1.35,8.58,10,0.73,0.699999988079071,0.28,0.05,0.9,80.0,36000,140,0.21,0.01
94.21,0.17,0.64,81.34,1.15,9.08,10,0.64,0.7300000190734863,0.27,0.04,0.9,84.44,38000,150,0.19,0.01
94.82,0.15,0.6,82.52,0.97,9.62,10,0.61,0.6499999761581421,0.25,0.04,0.91,88.89,40000,160,0.17,0.01
95.12,0.14,0.68,82.3,0.73,10.03,10,0.69,0.699999988079071,0.22,0.04,0.92,93.33,42000,170,0.18,0.01
95.42,0.14,0.7,82.96,0.5,10.59,10,0.7,0.7300000190734863,0.2,0.04,0.93,97.78,44000,180,0.17,0.01
96.57,0.1,0.65,83.74,0.25,10.79,10,0.65,0.6800000071525574,0.2,0.04,0.92,100.0,45000,190,0.16,0.01
