Train Accuracy,Train Loss,Evaluation Loss,Evaluation Accuracy,Query Times,Training Times,Cluster Coverage,Log Loss,Diversity Metrics,Entropy Reduction,MAE,Model Confidence,Data Percentage,Data Count,EPOCHS,Top 1 Error,Top 5 Error
10.72,2.3,2.3,9.82,4.09,2.48,10,2.3,0.0,2.3,0.18,0.11,22.22,10000,5,0.9,0.46
15.21,2.24,2.1,23.16,3.92,2.6,10,2.1,0.17,2.16,0.17,0.19,23.33,10500,10,0.77,0.24
26.51,1.97,1.79,32.56,3.97,2.72,10,1.79,0.49,1.75,0.16,0.33,24.44,11000,15,0.67,0.14
34.26,1.76,1.59,40.24,3.8,2.83,10,1.6,0.61,1.54,0.14,0.42,25.56,11500,20,0.6,0.1
39.54,1.62,1.52,43.02,3.77,2.95,10,1.52,0.64,1.44,0.14,0.45,26.67,12000,25,0.57,0.08
44.05,1.51,1.4,49.46,3.75,3.08,10,1.4,0.71,1.24,0.12,0.54,27.78,12500,30,0.51,0.07
47.54,1.42,1.32,52.1,3.69,3.19,10,1.32,0.74,1.1,0.11,0.59,28.89,13000,35,0.48,0.06
51.57,1.33,1.15,57.86,3.73,3.3,10,1.15,0.75,1.14,0.11,0.58,30.0,13500,40,0.42,0.04
54.93,1.25,1.05,61.42,3.62,3.42,10,1.06,0.78,1.01,0.1,0.63,31.11,14000,45,0.39,0.03
58.45,1.17,1.01,64.0,3.56,3.53,10,1.01,0.81,0.83,0.09,0.69,32.22,14500,50,0.36,0.03
60.86,1.1,0.9,67.86,3.45,3.65,10,0.9,0.81,0.85,0.09,0.69,33.33,15000,55,0.32,0.02
63.37,1.03,0.86,68.98,3.3,3.77,10,0.87,0.81,0.83,0.08,0.7,34.44,15500,60,0.31,0.02
66.07,0.96,0.78,71.66,3.32,3.89,10,0.78,0.84,0.71,0.07,0.74,35.56,16000,65,0.28,0.02
68.04,0.9,0.74,73.88,3.32,4.0,10,0.74,0.84,0.67,0.07,0.76,36.67,16500,70,0.26,0.01
69.91,0.85,0.72,74.04,3.23,4.12,10,0.73,0.85,0.65,0.07,0.77,37.78,17000,75,0.26,0.01
71.77,0.8,0.69,75.66,3.2,4.24,10,0.69,0.86,0.56,0.06,0.8,38.89,17500,80,0.24,0.01
73.68,0.75,0.68,76.1,3.12,4.36,10,0.68,0.86,0.53,0.06,0.81,40.0,18000,85,0.24,0.01
75.26,0.7,0.68,76.62,3.1,4.48,10,0.68,0.86,0.49,0.06,0.82,41.11,18500,90,0.23,0.01
77.2,0.64,0.6,79.12,2.99,4.6,10,0.6,0.87,0.5,0.05,0.82,42.22,19000,95,0.21,0.01
79.06,0.59,0.69,77.62,3.04,4.69,10,0.69,0.87,0.42,0.05,0.85,43.33,19500,100,0.22,0.01
80.87,0.54,0.61,79.24,2.96,4.82,10,0.61,0.88,0.41,0.05,0.85,44.44,20000,105,0.21,0.01
82.69,0.49,0.63,79.02,2.86,4.93,10,0.63,0.88,0.4,0.05,0.85,45.56,20500,110,0.21,0.01
84.31,0.45,0.64,80.26,2.8,5.05,10,0.64,0.88,0.33,0.05,0.88,46.67,21000,115,0.2,0.01
86.17,0.4,0.58,81.56,2.73,5.17,10,0.58,0.88,0.31,0.04,0.89,47.78,21500,120,0.18,0.01
88.11,0.34,0.64,81.32,2.65,5.31,10,0.64,0.88,0.27,0.04,0.9,48.89,22000,125,0.19,0.01
89.67,0.3,0.68,80.56,2.69,5.42,10,0.68,0.88,0.26,0.04,0.9,50.0,22500,130,0.19,0.01
91.29,0.25,0.68,81.9,2.59,5.54,10,0.67,0.89,0.23,0.04,0.91,51.11,23000,135,0.18,0.01
92.57,0.22,0.69,82.08,2.5,5.66,10,0.69,0.89,0.22,0.04,0.92,52.22,23500,140,0.18,0.01
93.76,0.18,0.66,82.56,2.42,5.75,10,0.66,0.89,0.22,0.04,0.92,53.33,24000,145,0.17,0.01
94.75,0.16,0.68,82.74,2.44,5.87,10,0.67,0.89,0.2,0.04,0.92,54.44,24500,150,0.17,0.01
95.4,0.14,0.72,82.44,2.3,6.01,10,0.71,0.89,0.18,0.04,0.93,55.56,25000,155,0.18,0.01
