Train Accuracy,Train Loss,Evaluation Loss,Evaluation Accuracy,Query Times,Training Times,Cluster Coverage,Log Loss,Diversity Metrics,Entropy Reduction,MAE,Model Confidence,Data Percentage,Data Count,EPOCHS,Top 1 Error,Top 5 Error
31.79,1.87,1.48,46.54,-1.0,1.55,-1,1.49,-1.0,1.55,0.14,0.43,22.22,10000,10,0.53,0.08
56.75,1.22,1.26,54.94,3.95,1.84,10,1.27,0.6100000143051147,1.3,0.12,0.53,26.67,12000,20,0.45,0.05
68.05,0.92,1.1,61.46,3.81,2.11,10,1.1,0.6700000166893005,1.08,0.1,0.61,31.11,14000,30,0.39,0.04
76.18,0.7,0.99,64.88,3.54,2.39,10,0.99,0.7200000286102295,0.96,0.09,0.65,35.56,16000,40,0.35,0.03
82.23,0.53,0.93,67.58,3.4,2.69,10,0.93,0.7300000190734863,0.83,0.08,0.7,40.0,18000,50,0.32,0.02
86.59,0.4,0.91,69.18,3.14,2.95,10,0.92,0.75,0.68,0.08,0.75,44.44,20000,60,0.31,0.02
89.72,0.31,0.9,70.64,2.86,3.25,10,0.91,0.7699999809265137,0.59,0.07,0.78,48.89,22000,70,0.29,0.02
91.96,0.25,0.92,71.02,2.65,3.54,10,0.93,0.7799999713897705,0.53,0.07,0.81,53.33,24000,80,0.29,0.02
93.32,0.21,0.96,71.1,2.44,3.81,10,0.96,0.7699999809265137,0.48,0.07,0.82,57.78,26000,90,0.29,0.02
94.22,0.18,0.93,72.7,2.24,4.14,10,0.94,0.7900000214576721,0.42,0.06,0.85,62.22,28000,100,0.27,0.02
94.77,0.17,0.94,73.32,2.03,4.38,10,0.94,0.7799999713897705,0.39,0.06,0.85,66.67,30000,110,0.27,0.02
94.99,0.16,0.94,74.42,1.78,4.69,10,0.94,0.7699999809265137,0.37,0.06,0.86,71.11,32000,120,0.26,0.02
94.91,0.16,0.94,74.82,1.52,4.95,10,0.94,0.7799999713897705,0.34,0.06,0.87,75.56,34000,130,0.25,0.01
94.91,0.16,0.97,75.04,1.33,5.22,10,0.96,0.7699999809265137,0.32,0.05,0.88,80.0,36000,140,0.25,0.02
94.78,0.16,0.92,75.68,1.16,5.51,10,0.92,0.75,0.32,0.05,0.88,84.44,38000,150,0.24,0.02
94.7,0.16,0.89,77.22,0.88,5.78,10,0.89,0.7300000190734863,0.31,0.05,0.88,88.89,40000,160,0.23,0.01
94.56,0.17,0.89,77.52,0.65,6.06,10,0.89,0.7300000190734863,0.29,0.05,0.89,93.33,42000,170,0.22,0.02
94.28,0.17,0.9,77.72,0.44,6.38,10,0.89,0.6800000071525574,0.28,0.05,0.89,97.78,44000,180,0.22,0.01
95.04,0.15,0.9,78.3,0.22,6.46,10,0.9,0.6800000071525574,0.27,0.05,0.9,100.0,45000,190,0.22,0.01
