Train Accuracy,Train Loss,Evaluation Loss,Evaluation Accuracy,Query Times,Training Times,Cluster Coverage,Log Loss,Diversity Metrics,Entropy Reduction,MAE,Model Confidence,Data Percentage,Data Count,EPOCHS,Top 1 Error,Top 5 Error
10.7,2.3,2.3,10.06,4.07,2.49,10,2.3,0.0,2.3,0.18,0.11,22.22,10000,5,0.9,0.37
18.41,2.2,1.98,26.5,3.96,2.61,10,1.98,0.39,1.92,0.16,0.29,23.33,10500,10,0.74,0.22
32.24,1.82,1.71,37.06,3.91,2.71,10,1.71,0.57,1.58,0.15,0.39,24.44,11000,15,0.63,0.12
38.95,1.63,1.63,40.08,3.91,2.84,10,1.64,0.6,1.49,0.14,0.44,25.56,11500,20,0.6,0.1
43.65,1.52,1.48,45.04,3.83,2.95,10,1.49,0.66,1.37,0.13,0.5,26.67,12000,25,0.55,0.08
48.32,1.4,1.37,50.46,3.75,3.07,10,1.38,0.7,1.27,0.12,0.53,27.78,12500,30,0.5,0.06
51.89,1.3,1.24,53.88,3.63,3.19,10,1.25,0.71,1.22,0.12,0.55,28.89,13000,35,0.46,0.05
56.2,1.2,1.14,58.96,3.67,3.32,10,1.14,0.74,1.1,0.11,0.59,30.0,13500,40,0.41,0.04
60.01,1.1,1.1,60.1,3.54,3.42,10,1.1,0.76,0.99,0.1,0.64,31.11,14000,45,0.4,0.04
63.43,1.02,1.03,62.96,3.5,3.54,10,1.04,0.78,0.9,0.09,0.68,32.22,14500,50,0.37,0.03
66.7,0.94,0.96,64.84,3.45,3.67,10,0.97,0.79,0.85,0.09,0.69,33.33,15000,55,0.35,0.03
69.18,0.87,0.92,66.7,3.41,3.79,10,0.92,0.79,0.84,0.08,0.7,34.44,15500,60,0.33,0.03
71.57,0.8,0.87,68.88,3.38,3.88,10,0.88,0.81,0.71,0.08,0.74,35.56,16000,65,0.31,0.02
73.72,0.74,0.83,71.08,3.32,4.01,10,0.84,0.82,0.67,0.07,0.76,36.67,16500,70,0.29,0.02
75.83,0.68,0.82,70.94,3.28,4.13,10,0.82,0.82,0.67,0.07,0.76,37.78,17000,75,0.29,0.02
77.75,0.63,0.76,74.4,3.22,4.25,10,0.77,0.84,0.55,0.06,0.8,38.89,17500,80,0.26,0.02
79.54,0.58,0.72,74.84,3.14,4.35,10,0.73,0.83,0.61,0.06,0.79,40.0,18000,85,0.25,0.02
80.83,0.54,0.72,75.64,3.07,4.48,10,0.73,0.84,0.52,0.06,0.81,41.11,18500,90,0.24,0.02
82.67,0.49,0.73,75.88,3.11,4.6,10,0.73,0.84,0.52,0.06,0.81,42.22,19000,95,0.24,0.02
84.02,0.45,0.67,78.32,2.94,4.73,10,0.67,0.85,0.46,0.05,0.84,43.33,19500,100,0.22,0.01
85.62,0.41,0.68,78.26,2.9,4.84,10,0.68,0.86,0.42,0.05,0.85,44.44,20000,105,0.22,0.01
86.84,0.37,0.72,78.04,2.84,4.95,10,0.73,0.86,0.37,0.05,0.87,45.56,20500,110,0.22,0.01
88.16,0.34,0.64,79.48,2.92,5.06,10,0.64,0.86,0.4,0.05,0.85,46.67,21000,115,0.21,0.01
89.47,0.3,0.69,80.0,2.8,5.18,10,0.7,0.87,0.31,0.05,0.89,47.78,21500,120,0.2,0.01
90.73,0.27,0.71,79.48,2.74,5.3,10,0.72,0.87,0.33,0.05,0.88,48.89,22000,125,0.21,0.01
91.75,0.24,0.69,80.28,2.65,5.42,10,0.7,0.87,0.3,0.05,0.89,50.0,22500,130,0.2,0.01
92.76,0.21,0.7,80.14,2.59,5.52,10,0.71,0.87,0.28,0.04,0.9,51.11,23000,135,0.2,0.01
93.37,0.19,0.75,80.12,2.51,5.65,10,0.75,0.87,0.27,0.05,0.9,52.22,23500,140,0.2,0.01
94.16,0.17,0.76,80.22,2.51,5.77,10,0.76,0.88,0.24,0.04,0.91,53.33,24000,145,0.2,0.01
95.04,0.15,0.74,81.16,2.39,5.87,10,0.74,0.88,0.24,0.04,0.91,54.44,24500,150,0.19,0.01
95.68,0.13,0.78,80.3,2.49,5.99,10,0.78,0.88,0.24,0.04,0.91,55.56,25000,155,0.2,0.01
