Train Accuracy,Train Loss,Evaluation Loss,Evaluation Accuracy,Query Times,Training Times,Cluster Coverage,Log Loss,Diversity Metrics,Entropy Reduction,MAE,Model Confidence,Data Percentage,Data Count,EPOCHS,Top 1 Error,Top 5 Error
69.0,0.87,1.49,58.06,-1.0,6.56,-1,1.48,-1.0,0.62,0.09,0.78,22.22,10000,10,0.42,0.06
86.66,0.4,1.17,70.92,8.13,13.0,10,1.15,0.8299999833106995,0.36,0.06,0.87,44.44,20000,20,0.29,0.03
93.69,0.2,0.92,77.6,5.83,19.43,10,0.92,0.8700000047683716,0.26,0.05,0.9,66.67,30000,30,0.22,0.02
98.02,0.07,0.79,80.62,3.53,25.89,10,0.78,0.8799999952316284,0.21,0.04,0.92,88.89,40000,40,0.19,0.02
99.93,0.01,0.77,81.88,1.25,29.07,10,0.76,0.8799999952316284,0.2,0.04,0.92,100.0,45000,50,0.18,0.02
