Train Accuracy,Train Loss,Evaluation Loss,Evaluation Accuracy,Query Times,Training Times,Cluster Coverage,Log Loss,Diversity Metrics,Entropy Reduction,MAE,Model Confidence,Data Percentage,Data Count,EPOCHS,Top 1 Error,Top 5 Error
24.53,2.07,1.74,37.22,3.98,1.55,10,1.74,0.44,1.89,0.16,0.31,22.22,10000,5,0.63,0.13
40.21,1.64,1.45,46.76,3.93,1.65,10,1.45,0.6,1.56,0.14,0.43,23.33,10500,10,0.53,0.07
46.59,1.48,1.33,51.22,3.89,1.71,10,1.33,0.66,1.42,0.13,0.49,24.44,11000,15,0.49,0.06
50.83,1.37,1.23,56.3,3.84,1.81,10,1.23,0.69,1.33,0.12,0.52,25.56,11500,20,0.44,0.05
54.38,1.28,1.13,59.16,3.77,1.86,10,1.13,0.74,1.18,0.11,0.57,26.67,12000,25,0.41,0.04
57.84,1.19,1.09,60.62,3.7,1.93,10,1.09,0.75,1.09,0.1,0.61,27.78,12500,30,0.39,0.04
60.88,1.1,0.99,64.82,3.65,2.0,10,0.99,0.78,1.0,0.1,0.64,28.89,13000,35,0.35,0.03
63.88,1.03,0.96,66.26,3.61,2.05,10,0.96,0.79,0.92,0.09,0.67,30.0,13500,40,0.34,0.03
66.24,0.96,0.92,67.94,3.56,2.14,10,0.93,0.81,0.8,0.08,0.71,31.11,14000,45,0.32,0.02
68.51,0.89,0.88,70.0,3.53,2.23,10,0.88,0.82,0.8,0.08,0.71,32.22,14500,50,0.3,0.02
70.78,0.83,0.83,71.42,3.45,2.3,10,0.84,0.84,0.7,0.07,0.75,33.33,15000,55,0.29,0.02
73.05,0.77,0.85,70.74,3.4,2.38,10,0.85,0.84,0.65,0.07,0.76,34.44,15500,60,0.29,0.02
74.98,0.71,0.81,73.04,3.35,2.41,10,0.82,0.85,0.64,0.07,0.77,35.56,16000,65,0.27,0.02
76.96,0.66,0.82,72.96,3.25,2.47,10,0.83,0.85,0.59,0.07,0.78,36.67,16500,70,0.27,0.02
79.24,0.59,0.82,72.66,3.18,2.55,10,0.82,0.86,0.53,0.07,0.8,37.78,17000,75,0.27,0.02
80.91,0.54,0.86,72.76,3.14,2.63,10,0.87,0.86,0.49,0.06,0.82,38.89,17500,80,0.27,0.02
83.12,0.49,0.82,73.8,3.12,2.7,10,0.82,0.87,0.47,0.06,0.83,40.0,18000,85,0.26,0.01
84.45,0.45,0.82,74.7,3.05,2.75,10,0.83,0.87,0.43,0.06,0.84,41.11,18500,90,0.25,0.02
86.11,0.4,0.84,75.02,3.03,2.82,10,0.84,0.88,0.4,0.06,0.85,42.22,19000,95,0.25,0.02
87.51,0.37,0.83,75.84,2.96,2.89,10,0.83,0.88,0.38,0.06,0.86,43.33,19500,100,0.24,0.01
88.75,0.33,0.88,74.92,2.89,2.97,10,0.89,0.88,0.36,0.06,0.86,44.44,20000,105,0.25,0.01
89.67,0.3,0.86,75.96,2.89,3.07,10,0.87,0.88,0.34,0.05,0.87,45.56,20500,110,0.24,0.01
90.62,0.28,0.92,75.42,2.83,3.14,10,0.92,0.88,0.32,0.05,0.88,46.67,21000,115,0.25,0.01
91.55,0.25,0.91,75.3,2.75,3.2,10,0.92,0.89,0.31,0.05,0.88,47.78,21500,120,0.25,0.01
92.22,0.23,0.9,76.1,2.66,3.28,10,0.91,0.88,0.31,0.05,0.88,48.89,22000,125,0.24,0.01
92.68,0.22,0.92,76.08,2.63,3.35,10,0.92,0.89,0.3,0.05,0.88,50.0,22500,130,0.24,0.01
93.16,0.21,0.94,76.32,2.57,3.39,10,0.95,0.89,0.28,0.05,0.89,51.11,23000,135,0.24,0.01
93.61,0.2,0.93,76.5,2.48,3.46,10,0.94,0.89,0.28,0.05,0.89,52.22,23500,140,0.24,0.01
93.99,0.18,0.9,77.08,2.47,3.53,10,0.91,0.89,0.27,0.05,0.89,53.33,24000,145,0.23,0.01
94.16,0.18,0.9,77.2,2.42,3.6,10,0.91,0.89,0.28,0.05,0.89,54.44,24500,150,0.23,0.01
94.59,0.17,0.92,77.42,2.32,3.68,10,0.92,0.89,0.26,0.05,0.9,55.56,25000,155,0.23,0.01
