Train Accuracy,Train Loss,Evaluation Loss,Evaluation Accuracy,Query Times,Training Times,Cluster Coverage,Log Loss,Diversity Metrics,Entropy Reduction,MAE,Model Confidence,Data Percentage,Data Count,EPOCHS,Top 1 Error,Top 5 Error
24.81,2.07,1.77,36.36,3.98,1.56,10,1.77,0.46,1.85,0.16,0.34,22.22,10000,5,0.64,0.14
41.65,1.62,1.49,45.98,3.95,1.63,10,1.49,0.6,1.59,0.14,0.42,23.33,10500,10,0.54,0.08
48.22,1.44,1.39,50.04,3.89,1.71,10,1.39,0.64,1.46,0.13,0.47,24.44,11000,15,0.5,0.07
52.8,1.31,1.29,53.86,3.82,1.82,10,1.29,0.67,1.37,0.12,0.5,25.56,11500,20,0.46,0.05
57.07,1.2,1.17,58.12,3.77,1.85,10,1.17,0.72,1.21,0.11,0.56,26.67,12000,25,0.42,0.04
61.39,1.08,1.09,60.52,3.7,1.94,10,1.1,0.73,1.13,0.11,0.59,27.78,12500,30,0.39,0.04
65.19,0.99,1.08,61.44,3.67,1.99,10,1.08,0.75,1.02,0.1,0.63,28.89,13000,35,0.39,0.04
68.4,0.9,0.98,65.66,3.62,2.06,10,0.98,0.77,0.98,0.09,0.65,30.0,13500,40,0.34,0.03
71.58,0.81,0.96,67.38,3.56,2.14,10,0.96,0.79,0.87,0.09,0.69,31.11,14000,45,0.33,0.03
74.26,0.74,0.9,68.86,3.48,2.19,10,0.9,0.8,0.82,0.08,0.71,32.22,14500,50,0.31,0.03
76.83,0.66,0.91,69.56,3.41,2.26,10,0.91,0.81,0.75,0.08,0.73,33.33,15000,55,0.3,0.03
78.97,0.6,0.89,70.5,3.41,2.34,10,0.89,0.81,0.71,0.08,0.75,34.44,15500,60,0.3,0.03
81.54,0.53,0.88,71.3,3.31,2.4,10,0.88,0.83,0.62,0.07,0.77,35.56,16000,65,0.29,0.02
83.65,0.47,0.88,72.44,3.25,2.47,10,0.88,0.83,0.6,0.07,0.78,36.67,16500,70,0.28,0.03
85.31,0.43,0.86,73.4,3.22,2.56,10,0.87,0.84,0.54,0.07,0.8,37.78,17000,75,0.27,0.02
87.14,0.38,0.88,72.74,3.17,2.59,10,0.88,0.84,0.51,0.06,0.81,38.89,17500,80,0.27,0.02
88.61,0.34,0.89,74.24,3.11,2.71,10,0.89,0.85,0.46,0.06,0.83,40.0,18000,85,0.26,0.02
89.58,0.31,0.92,73.3,3.08,2.79,10,0.93,0.85,0.45,0.06,0.84,41.11,18500,90,0.27,0.02
90.99,0.27,0.97,72.1,3.09,2.85,10,0.97,0.85,0.45,0.06,0.83,42.22,19000,95,0.28,0.03
92.09,0.24,0.95,73.4,2.94,2.89,10,0.95,0.86,0.39,0.06,0.85,43.33,19500,100,0.27,0.02
92.86,0.22,0.97,73.92,2.87,2.97,10,0.97,0.86,0.36,0.06,0.86,44.44,20000,105,0.26,0.03
93.68,0.2,1.01,74.2,2.86,3.05,10,1.01,0.86,0.35,0.06,0.87,45.56,20500,110,0.26,0.02
94.04,0.18,1.0,75.02,2.77,3.12,10,1.01,0.87,0.33,0.06,0.88,46.67,21000,115,0.25,0.02
94.68,0.17,1.01,75.06,2.7,3.19,10,1.01,0.87,0.33,0.06,0.88,47.78,21500,120,0.25,0.02
95.16,0.15,1.01,74.44,2.65,3.24,10,1.01,0.86,0.34,0.06,0.87,48.89,22000,125,0.26,0.02
95.55,0.14,1.05,74.7,2.66,3.31,10,1.05,0.87,0.31,0.06,0.88,50.0,22500,130,0.25,0.02
95.84,0.13,1.03,74.64,2.55,3.44,10,1.03,0.87,0.31,0.06,0.88,51.11,23000,135,0.25,0.02
96.1,0.13,1.06,74.58,2.51,3.46,10,1.06,0.87,0.3,0.06,0.89,52.22,23500,140,0.25,0.02
96.31,0.12,1.05,74.78,2.47,3.54,10,1.05,0.87,0.3,0.05,0.89,53.33,24000,145,0.25,0.02
96.51,0.11,1.08,75.38,2.39,3.57,10,1.08,0.87,0.28,0.05,0.89,54.44,24500,150,0.25,0.02
96.63,0.11,1.06,76.0,2.34,3.7,10,1.05,0.87,0.27,0.05,0.9,55.56,25000,155,0.24,0.02
