Train Accuracy,Train Loss,Evaluation Loss,Evaluation Accuracy,Query Times,Training Times,Cluster Coverage,Log Loss,Diversity Metrics,Entropy Reduction,MAE,Model Confidence,Data Percentage,Data Count,EPOCHS,Top 1 Error,Top 5 Error
69.23,0.87,1.51,56.84,7.86,6.38,10,1.52,0.81,0.63,0.09,0.77,22.22,10000,10,0.43,0.05
92.12,0.25,1.33,65.74,7.71,6.71,10,1.34,0.86,0.43,0.07,0.84,23.33,10500,20,0.34,0.04
98.64,0.05,1.22,69.24,7.63,7.02,10,1.23,0.87,0.37,0.07,0.86,24.44,11000,30,0.31,0.03
99.05,0.04,1.23,69.9,7.55,7.33,10,1.24,0.87,0.35,0.07,0.87,25.56,11500,40,0.3,0.03
98.98,0.04,1.21,70.74,7.42,7.64,10,1.22,0.87,0.33,0.06,0.88,26.67,12000,50,0.29,0.03
98.99,0.04,1.24,70.22,7.29,7.95,10,1.25,0.87,0.32,0.06,0.88,27.78,12500,60,0.3,0.03
97.96,0.07,1.22,71.04,7.18,8.27,10,1.23,0.88,0.31,0.06,0.88,28.89,13000,70,0.29,0.03
99.07,0.04,1.16,72.26,7.13,8.57,10,1.17,0.88,0.3,0.06,0.89,30.0,13500,80,0.28,0.02
99.27,0.03,1.13,72.88,6.98,8.87,10,1.14,0.88,0.3,0.06,0.89,31.11,14000,90,0.27,0.03
99.24,0.03,1.15,72.6,6.83,9.19,10,1.16,0.88,0.28,0.06,0.9,32.22,14500,100,0.27,0.03
99.27,0.03,1.11,73.48,6.81,9.51,10,1.12,0.88,0.28,0.06,0.9,33.33,15000,110,0.27,0.02
99.27,0.03,1.12,73.14,6.68,9.83,10,1.13,0.88,0.28,0.06,0.89,34.44,15500,120,0.27,0.02
99.32,0.03,1.09,73.6,6.54,10.13,10,1.1,0.88,0.28,0.06,0.9,35.56,16000,130,0.26,0.02
99.31,0.03,1.09,73.46,6.42,10.43,10,1.1,0.88,0.27,0.06,0.9,36.67,16500,140,0.27,0.02
99.38,0.02,1.06,74.28,6.36,10.75,10,1.08,0.89,0.26,0.05,0.9,37.78,17000,150,0.26,0.02
99.33,0.03,1.04,75.06,6.17,11.06,10,1.05,0.89,0.26,0.05,0.9,38.89,17500,160,0.25,0.02
99.39,0.02,1.02,75.78,6.05,11.4,10,1.03,0.89,0.26,0.05,0.9,40.0,18000,170,0.24,0.02
98.22,0.06,1.19,72.5,5.95,11.71,10,1.2,0.88,0.27,0.06,0.9,41.11,18500,180,0.28,0.02
99.35,0.03,0.98,76.4,5.85,12.0,10,0.98,0.89,0.25,0.05,0.91,42.22,19000,190,0.24,0.02
99.53,0.02,0.95,77.2,5.76,12.32,10,0.96,0.89,0.24,0.05,0.91,43.33,19500,200,0.23,0.02
99.58,0.02,0.93,77.22,5.62,12.64,10,0.93,0.89,0.24,0.05,0.91,44.44,20000,210,0.23,0.02
99.55,0.02,0.93,77.26,5.52,12.94,10,0.94,0.89,0.24,0.05,0.91,45.56,20500,220,0.23,0.02
99.26,0.03,0.97,76.98,5.39,13.24,10,0.97,0.89,0.23,0.05,0.91,46.67,21000,230,0.23,0.02
99.57,0.02,0.89,78.66,5.34,13.56,10,0.89,0.89,0.24,0.05,0.91,47.78,21500,240,0.21,0.02
99.65,0.01,0.9,78.2,5.23,13.88,10,0.9,0.89,0.23,0.05,0.91,48.89,22000,250,0.22,0.02
99.66,0.01,0.84,79.18,5.13,14.19,10,0.84,0.89,0.23,0.04,0.91,50.0,22500,260,0.21,0.02
99.65,0.01,0.86,78.78,5.03,14.49,10,0.86,0.89,0.23,0.05,0.91,51.11,23000,270,0.21,0.02
99.53,0.02,0.88,78.44,4.86,14.82,10,0.88,0.89,0.23,0.05,0.92,52.22,23500,280,0.22,0.02
99.66,0.01,0.81,80.26,4.78,15.13,10,0.81,0.89,0.23,0.04,0.91,53.33,24000,290,0.2,0.02
99.64,0.01,0.81,80.22,4.66,15.44,10,0.8,0.89,0.23,0.04,0.92,54.44,24500,300,0.2,0.01
99.67,0.01,0.77,79.92,4.58,15.75,10,0.77,0.89,0.22,0.04,0.92,55.56,25000,310,0.2,0.01
