Train Accuracy,Train Loss,Evaluation Loss,Evaluation Accuracy,Query Times,Training Times,Cluster Coverage,Log Loss,Diversity Metrics,Entropy Reduction,MAE,Model Confidence,Data Percentage,Data Count,EPOCHS,Top 1 Error,Top 5 Error
70.11,0.85,1.48,56.98,-1.0,6.36,-1,1.49,-1.0,0.62,0.09,0.78,22.22,10000,10,0.43,0.06
92.8,0.23,1.25,67.62,7.85,7.61,10,1.27,0.8199999928474426,0.39,0.07,0.85,26.67,12000,20,0.32,0.03
96.05,0.14,1.12,71.44,7.42,8.83,10,1.13,0.8600000143051147,0.34,0.06,0.87,31.11,14000,30,0.29,0.03
96.89,0.11,1.07,73.84,6.92,10.08,10,1.08,0.8700000047683716,0.3,0.06,0.89,35.56,16000,40,0.26,0.02
97.3,0.09,0.97,75.58,6.49,11.32,10,0.98,0.8799999952316284,0.28,0.05,0.9,40.0,18000,50,0.24,0.02
97.79,0.08,0.92,77.2,6.07,12.56,10,0.93,0.8799999952316284,0.27,0.05,0.9,44.44,20000,60,0.23,0.02
98.13,0.07,0.84,78.68,5.62,13.79,10,0.85,0.8899999856948853,0.25,0.05,0.91,48.89,22000,70,0.21,0.02
98.32,0.06,0.84,79.52,5.16,15.07,10,0.85,0.8899999856948853,0.24,0.05,0.91,53.33,24000,80,0.2,0.02
98.62,0.05,0.83,79.36,4.7,16.31,10,0.84,0.8899999856948853,0.23,0.04,0.92,57.78,26000,90,0.21,0.01
98.98,0.04,0.78,80.98,4.29,17.52,10,0.79,0.8899999856948853,0.21,0.04,0.92,62.22,28000,100,0.19,0.01
99.35,0.03,0.78,81.5,3.84,18.78,10,0.79,0.8899999856948853,0.2,0.04,0.92,66.67,30000,110,0.18,0.01
99.75,0.01,0.78,81.88,3.44,20.02,10,0.79,0.8899999856948853,0.19,0.04,0.93,71.11,32000,120,0.18,0.01
99.78,0.01,0.77,82.18,2.94,21.28,10,0.78,0.8899999856948853,0.19,0.04,0.93,75.56,34000,130,0.18,0.01
99.93,0.0,0.77,82.1,2.55,22.53,10,0.78,0.8799999952316284,0.19,0.04,0.93,80.0,36000,140,0.18,0.01
99.98,0.0,0.73,82.12,2.11,23.76,10,0.74,0.8799999952316284,0.2,0.04,0.93,84.44,38000,150,0.18,0.02
100.0,0.0,0.72,82.58,1.65,25.0,10,0.73,0.8799999952316284,0.2,0.04,0.93,88.89,40000,160,0.17,0.01
100.0,0.0,0.7,82.24,1.21,26.26,10,0.71,0.8700000047683716,0.21,0.04,0.92,93.33,42000,170,0.18,0.02
100.0,0.0,0.68,82.4,0.76,27.51,10,0.69,0.8600000143051147,0.22,0.04,0.92,97.78,44000,180,0.18,0.01
99.99,0.0,0.7,81.72,0.32,28.13,10,0.71,0.8600000143051147,0.23,0.04,0.92,100.0,45000,190,0.18,0.02
