Train Accuracy,Train Loss,Evaluation Loss,Evaluation Accuracy,Query Times,Training Times,Cluster Coverage,Log Loss,Diversity Metrics,Entropy Reduction,MAE,Model Confidence,Data Percentage,Data Count,EPOCHS,Top 1 Error,Top 5 Error
9.88,2.33,2.31,10.1,4.13,1.58,10,2.31,0.02,2.29,0.18,0.12,22.22,10000,5,0.9,0.5
10.05,2.32,2.31,9.08,3.95,1.72,10,2.31,0.01,2.3,0.18,0.12,23.33,10500,10,0.91,0.51
10.73,2.31,2.29,12.4,3.93,1.77,10,2.29,0.01,2.3,0.18,0.12,24.44,11000,15,0.88,0.45
16.56,2.19,2.08,18.6,3.9,1.8,10,2.08,0.22,2.13,0.17,0.18,25.56,11500,20,0.81,0.23
21.86,1.97,1.9,24.58,3.8,1.91,10,1.9,0.39,1.91,0.16,0.24,26.67,12000,25,0.75,0.17
25.72,1.86,1.83,26.28,3.73,1.93,10,1.82,0.45,1.82,0.16,0.28,27.78,12500,30,0.74,0.14
29.68,1.78,1.83,29.64,3.71,2.03,10,1.81,0.51,1.69,0.15,0.34,28.89,13000,35,0.7,0.14
35.59,1.67,1.6,40.02,3.68,2.07,10,1.59,0.57,1.58,0.14,0.38,30.0,13500,40,0.6,0.09
40.84,1.55,1.56,41.54,3.61,2.18,10,1.55,0.57,1.55,0.14,0.4,31.11,14000,45,0.58,0.08
45.06,1.44,1.41,46.98,3.6,2.26,10,1.39,0.66,1.35,0.13,0.49,32.22,14500,50,0.53,0.06
48.69,1.36,1.33,49.52,3.39,2.32,10,1.32,0.7,1.25,0.12,0.53,33.33,15000,55,0.5,0.05
53.19,1.25,1.24,53.6,3.48,2.37,10,1.22,0.72,1.17,0.11,0.55,34.44,15500,60,0.46,0.04
57.48,1.15,1.16,58.0,3.36,2.42,10,1.15,0.75,1.03,0.1,0.61,35.56,16000,65,0.42,0.04
61.17,1.06,1.1,60.82,3.34,2.55,10,1.08,0.76,1.0,0.1,0.63,36.67,16500,70,0.39,0.04
64.83,0.97,1.1,60.88,3.2,2.62,10,1.08,0.76,0.95,0.1,0.65,37.78,17000,75,0.39,0.04
68.04,0.89,1.09,62.62,3.14,2.71,10,1.08,0.8,0.83,0.09,0.69,38.89,17500,80,0.37,0.04
71.14,0.81,1.06,63.8,3.18,2.74,10,1.04,0.8,0.78,0.09,0.71,40.0,18000,85,0.36,0.03
74.11,0.73,1.05,65.74,3.09,2.8,10,1.03,0.82,0.69,0.08,0.74,41.11,18500,90,0.34,0.03
76.89,0.66,1.07,66.06,3.09,2.9,10,1.05,0.82,0.65,0.08,0.76,42.22,19000,95,0.34,0.03
79.93,0.57,1.17,65.72,3.05,2.99,10,1.15,0.83,0.57,0.08,0.79,43.33,19500,100,0.34,0.03
82.61,0.5,1.14,66.72,2.9,3.06,10,1.12,0.84,0.53,0.07,0.8,44.44,20000,105,0.33,0.04
85.07,0.44,1.19,67.1,2.84,3.12,10,1.16,0.85,0.49,0.07,0.82,45.56,20500,110,0.33,0.03
87.84,0.37,1.35,66.32,2.82,3.17,10,1.31,0.86,0.41,0.07,0.85,46.67,21000,115,0.34,0.03
90.17,0.31,1.47,66.52,2.82,3.33,10,1.42,0.86,0.36,0.07,0.86,47.78,21500,120,0.33,0.04
91.59,0.27,1.4,67.38,2.67,3.33,10,1.38,0.86,0.37,0.07,0.86,48.89,22000,125,0.33,0.04
93.46,0.22,1.58,66.38,2.63,3.39,10,1.55,0.86,0.32,0.07,0.88,50.0,22500,130,0.34,0.04
94.53,0.19,1.52,68.52,2.68,3.49,10,1.48,0.87,0.28,0.07,0.89,51.11,23000,135,0.31,0.03
95.4,0.17,1.53,68.58,2.54,3.58,10,1.49,0.87,0.27,0.06,0.9,52.22,23500,140,0.31,0.04
96.17,0.15,1.62,70.14,2.45,3.59,10,1.57,0.88,0.25,0.06,0.91,53.33,24000,145,0.3,0.04
96.72,0.13,1.58,70.16,2.39,3.72,10,1.54,0.88,0.25,0.06,0.91,54.44,24500,150,0.3,0.03
97.01,0.12,1.58,70.16,2.37,3.75,10,1.54,0.88,0.24,0.06,0.91,55.56,25000,155,0.3,0.03
