Train Accuracy,Train Loss,Evaluation Loss,Evaluation Accuracy,Query Times,Training Times,Cluster Coverage,Log Loss,Diversity Metrics,Entropy Reduction,MAE,Model Confidence,Data Percentage,Data Count,EPOCHS,Top 1 Error,Top 5 Error
26.33,2.03,1.73,38.18,3.98,1.56,10,1.73,0.47,1.84,0.15,0.32,22.22,10000,5,0.62,0.13
44.34,1.55,1.51,44.74,3.92,1.64,10,1.51,0.59,1.58,0.14,0.42,23.33,10500,10,0.55,0.08
52.04,1.34,1.37,50.16,3.96,1.7,10,1.38,0.64,1.44,0.13,0.47,24.44,11000,15,0.5,0.06
57.27,1.2,1.28,53.92,3.83,1.76,10,1.29,0.68,1.32,0.12,0.52,25.56,11500,20,0.46,0.06
62.66,1.06,1.22,56.54,3.89,1.87,10,1.22,0.69,1.25,0.11,0.55,26.67,12000,25,0.43,0.05
66.98,0.93,1.15,59.14,3.7,1.91,10,1.15,0.71,1.14,0.11,0.58,27.78,12500,30,0.41,0.05
71.0,0.83,1.1,60.64,3.73,1.98,10,1.1,0.73,1.05,0.1,0.62,28.89,13000,35,0.39,0.04
74.44,0.74,1.05,62.26,3.59,2.08,10,1.06,0.74,1.0,0.1,0.64,30.0,13500,40,0.38,0.04
77.53,0.65,1.03,63.26,3.57,2.11,10,1.03,0.75,0.92,0.09,0.67,31.11,14000,45,0.37,0.03
80.52,0.57,0.96,65.76,3.42,2.24,10,0.97,0.77,0.87,0.09,0.69,32.22,14500,50,0.34,0.03
82.96,0.5,0.97,65.5,3.51,2.26,10,0.98,0.78,0.81,0.09,0.71,33.33,15000,55,0.34,0.03
85.13,0.43,0.96,66.74,3.44,2.37,10,0.97,0.79,0.73,0.08,0.73,34.44,15500,60,0.33,0.03
87.37,0.37,1.02,65.94,3.32,2.42,10,1.03,0.79,0.68,0.08,0.75,35.56,16000,65,0.34,0.03
89.17,0.32,0.98,67.84,3.28,2.5,10,0.99,0.8,0.63,0.08,0.77,36.67,16500,70,0.32,0.03
91.14,0.27,0.95,68.24,3.23,2.58,10,0.96,0.8,0.65,0.08,0.76,37.78,17000,75,0.32,0.02
92.25,0.23,1.01,68.36,3.19,2.6,10,1.02,0.81,0.58,0.07,0.79,38.89,17500,80,0.32,0.03
93.44,0.2,1.06,68.06,3.13,2.68,10,1.07,0.81,0.53,0.07,0.8,40.0,18000,85,0.32,0.03
94.33,0.18,1.16,67.46,3.05,2.78,10,1.16,0.79,0.51,0.07,0.81,41.11,18500,90,0.33,0.03
94.78,0.16,1.09,69.18,3.05,2.84,10,1.09,0.83,0.46,0.07,0.83,42.22,19000,95,0.31,0.03
95.77,0.14,1.12,69.8,3.04,2.9,10,1.13,0.84,0.42,0.07,0.84,43.33,19500,100,0.3,0.03
96.47,0.12,1.14,69.96,2.94,2.99,10,1.14,0.83,0.41,0.07,0.85,44.44,20000,105,0.3,0.02
96.69,0.11,1.14,69.32,2.85,3.09,10,1.15,0.82,0.4,0.07,0.85,45.56,20500,110,0.31,0.02
96.88,0.11,1.14,69.12,2.79,3.15,10,1.14,0.82,0.4,0.07,0.85,46.67,21000,115,0.31,0.02
97.19,0.09,1.21,69.4,2.73,3.19,10,1.21,0.82,0.38,0.07,0.86,47.78,21500,120,0.31,0.03
97.36,0.09,1.18,70.0,2.68,3.24,10,1.18,0.83,0.37,0.07,0.86,48.89,22000,125,0.3,0.02
97.76,0.08,1.26,69.44,2.6,3.34,10,1.26,0.81,0.36,0.07,0.86,50.0,22500,130,0.31,0.03
97.47,0.09,1.13,70.02,2.61,3.42,10,1.13,0.83,0.39,0.07,0.85,51.11,23000,135,0.3,0.02
97.6,0.08,1.17,70.94,2.5,3.49,10,1.17,0.84,0.35,0.06,0.87,52.22,23500,140,0.29,0.02
97.82,0.08,1.18,70.48,2.46,3.55,10,1.19,0.82,0.35,0.06,0.86,53.33,24000,145,0.3,0.02
97.8,0.08,1.16,70.66,2.47,3.62,10,1.16,0.82,0.36,0.06,0.86,54.44,24500,150,0.29,0.02
97.85,0.08,1.17,70.58,2.35,3.7,10,1.17,0.82,0.34,0.06,0.87,55.56,25000,155,0.29,0.02
