Train Accuracy,Train Loss,Evaluation Loss,Evaluation Accuracy,Query Times,Training Times,Cluster Coverage,Log Loss,Diversity Metrics,Entropy Reduction,MAE,Model Confidence,Data Percentage,Data Count,EPOCHS,Top 1 Error,Top 5 Error
70.1,0.84,1.27,64.4,5.98,4.54,10,1.27,0.84,0.48,0.08,0.83,22.22,10000,10,0.36,0.04
90.04,0.3,1.25,70.68,5.82,4.77,10,1.25,0.87,0.31,0.06,0.89,23.33,10500,20,0.29,0.03
96.7,0.1,1.24,73.8,5.79,4.98,10,1.23,0.88,0.23,0.05,0.92,24.44,11000,30,0.26,0.03
98.13,0.06,1.29,73.06,5.68,5.19,10,1.29,0.88,0.21,0.06,0.92,25.56,11500,40,0.27,0.02
98.22,0.06,1.19,76.26,5.6,5.42,10,1.19,0.88,0.2,0.05,0.93,26.67,12000,50,0.24,0.02
98.38,0.05,1.21,75.2,5.57,5.64,10,1.2,0.88,0.21,0.05,0.93,27.78,12500,60,0.25,0.02
97.61,0.08,1.09,76.3,5.5,5.89,10,1.08,0.88,0.22,0.05,0.92,28.89,13000,70,0.24,0.02
98.94,0.04,1.02,78.86,5.38,6.08,10,1.03,0.89,0.18,0.04,0.93,30.0,13500,80,0.21,0.02
98.96,0.04,1.06,78.5,5.33,6.29,10,1.06,0.89,0.17,0.04,0.94,31.11,14000,90,0.22,0.02
98.92,0.04,1.02,79.3,5.23,6.53,10,1.02,0.89,0.16,0.04,0.94,32.22,14500,100,0.21,0.02
98.69,0.04,1.1,77.28,5.17,6.78,10,1.11,0.89,0.18,0.05,0.93,33.33,15000,110,0.23,0.02
98.69,0.04,1.01,79.62,5.11,7.0,10,1.01,0.89,0.17,0.04,0.94,34.44,15500,120,0.2,0.02
99.01,0.03,0.95,80.46,5.0,7.37,10,0.96,0.89,0.16,0.04,0.94,35.56,16000,130,0.2,0.02
99.17,0.03,0.93,80.98,4.93,7.44,10,0.94,0.89,0.16,0.04,0.94,36.67,16500,140,0.19,0.02
99.02,0.03,1.0,79.62,4.86,7.67,10,1.01,0.89,0.15,0.04,0.94,37.78,17000,150,0.2,0.02
98.97,0.03,0.99,79.86,4.71,7.87,10,1.0,0.89,0.16,0.04,0.94,38.89,17500,160,0.2,0.01
99.09,0.03,0.92,81.24,4.66,8.07,10,0.93,0.89,0.14,0.04,0.95,40.0,18000,170,0.19,0.01
98.18,0.06,0.95,79.58,4.61,8.29,10,0.96,0.89,0.17,0.04,0.94,41.11,18500,180,0.2,0.02
99.25,0.03,0.85,82.3,4.48,8.5,10,0.86,0.89,0.14,0.04,0.95,42.22,19000,190,0.18,0.01
99.26,0.03,0.88,82.08,4.41,8.72,10,0.89,0.89,0.14,0.04,0.95,43.33,19500,200,0.18,0.01
99.21,0.03,0.87,82.6,4.27,8.96,10,0.88,0.89,0.13,0.04,0.95,44.44,20000,210,0.17,0.01
99.22,0.03,0.9,82.26,4.26,9.36,10,0.91,0.89,0.13,0.04,0.95,45.56,20500,220,0.18,0.01
99.08,0.03,0.82,83.24,4.2,9.44,10,0.83,0.89,0.13,0.03,0.95,46.67,21000,230,0.17,0.01
99.33,0.02,0.79,83.78,4.07,9.62,10,0.8,0.89,0.13,0.03,0.95,47.78,21500,240,0.16,0.01
99.38,0.02,0.76,84.06,4.01,9.85,10,0.77,0.89,0.13,0.03,0.95,48.89,22000,250,0.16,0.01
99.25,0.02,0.82,83.2,3.94,10.21,10,0.83,0.89,0.13,0.04,0.95,50.0,22500,260,0.17,0.01
99.34,0.02,0.81,83.8,3.85,10.32,10,0.82,0.89,0.12,0.03,0.96,51.11,23000,270,0.16,0.01
99.21,0.03,0.83,82.88,3.73,10.54,10,0.84,0.89,0.13,0.04,0.95,52.22,23500,280,0.17,0.01
99.31,0.02,0.84,83.24,3.64,10.71,10,0.85,0.89,0.12,0.03,0.96,53.33,24000,290,0.17,0.01
99.44,0.02,0.85,83.42,3.6,10.93,10,0.86,0.89,0.12,0.03,0.96,54.44,24500,300,0.17,0.01
99.51,0.02,0.87,83.44,3.48,11.17,10,0.87,0.89,0.11,0.03,0.96,55.56,25000,310,0.17,0.01
