Train Accuracy,Train Loss,Evaluation Loss,Evaluation Accuracy,Query Times,Training Times,Cluster Coverage,Log Loss,Diversity Metrics,Entropy Reduction,MAE,Model Confidence,Data Percentage,Data Count,EPOCHS,Top 1 Error,Top 5 Error
10.66,2.3,2.3,9.82,19.82,2.46,10,2.3,0.0,2.3,0.18,0.11,22.22,10000,5,0.9,0.45
15.54,2.24,2.11,23.16,19.56,2.59,10,2.11,0.14,2.2,0.17,0.17,23.33,10500,10,0.77,0.25
26.52,1.97,1.79,33.34,19.2,2.7,10,1.79,0.42,1.88,0.16,0.28,24.44,11000,15,0.67,0.14
34.37,1.76,1.61,39.32,19.02,2.81,10,1.61,0.54,1.69,0.15,0.36,25.56,11500,20,0.61,0.09
39.36,1.63,1.56,41.38,18.72,2.94,10,1.56,0.58,1.58,0.14,0.39,26.67,12000,25,0.59,0.08
43.82,1.51,1.35,49.78,18.4,3.06,10,1.36,0.67,1.39,0.13,0.48,27.78,12500,30,0.5,0.06
47.67,1.42,1.29,52.04,18.13,3.18,10,1.29,0.71,1.24,0.12,0.54,28.89,13000,35,0.48,0.06
51.32,1.33,1.15,58.1,17.86,3.29,10,1.15,0.72,1.26,0.11,0.54,30.0,13500,40,0.42,0.04
54.87,1.25,1.07,60.32,17.58,3.4,10,1.07,0.75,1.14,0.11,0.58,31.11,14000,45,0.4,0.03
58.77,1.16,1.0,63.84,17.3,3.53,10,1.0,0.77,1.02,0.1,0.62,32.22,14500,50,0.36,0.03
61.53,1.08,0.94,66.66,17.01,3.63,10,0.94,0.78,1.02,0.09,0.63,33.33,15000,55,0.33,0.02
63.82,1.02,0.86,68.88,16.67,3.76,10,0.87,0.79,0.92,0.09,0.66,34.44,15500,60,0.31,0.02
66.22,0.95,0.79,71.84,16.43,3.88,10,0.79,0.82,0.84,0.08,0.7,35.56,16000,65,0.28,0.02
68.61,0.89,0.77,72.84,16.18,4.0,10,0.77,0.81,0.85,0.08,0.7,36.67,16500,70,0.27,0.02
70.8,0.83,0.72,74.14,15.89,4.12,10,0.73,0.83,0.76,0.07,0.73,37.78,17000,75,0.26,0.01
72.62,0.78,0.72,74.54,15.61,4.23,10,0.73,0.84,0.68,0.07,0.75,38.89,17500,80,0.25,0.02
74.66,0.72,0.66,76.4,15.32,4.35,10,0.67,0.85,0.59,0.06,0.78,40.0,18000,85,0.24,0.01
76.17,0.67,0.66,76.24,15.04,4.47,10,0.66,0.85,0.6,0.06,0.78,41.11,18500,90,0.24,0.01
78.07,0.62,0.62,77.7,14.74,4.59,10,0.62,0.86,0.55,0.06,0.8,42.22,19000,95,0.22,0.01
79.54,0.58,0.62,78.44,14.49,4.69,10,0.62,0.87,0.51,0.06,0.82,43.33,19500,100,0.22,0.01
81.39,0.53,0.6,79.68,14.2,4.81,10,0.6,0.87,0.46,0.05,0.83,44.44,20000,105,0.2,0.01
83.33,0.47,0.57,80.1,13.91,4.92,10,0.57,0.88,0.43,0.05,0.84,45.56,20500,110,0.2,0.01
84.92,0.43,0.59,80.26,13.62,5.04,10,0.59,0.88,0.41,0.05,0.85,46.67,21000,115,0.2,0.01
86.83,0.38,0.6,79.86,13.36,5.16,10,0.6,0.88,0.39,0.05,0.85,47.78,21500,120,0.2,0.01
88.63,0.33,0.57,81.14,13.08,5.29,10,0.57,0.88,0.36,0.05,0.86,48.89,22000,125,0.19,0.01
90.09,0.29,0.62,80.88,12.8,5.4,10,0.62,0.88,0.34,0.05,0.87,50.0,22500,130,0.19,0.01
91.67,0.24,0.67,81.42,12.51,5.52,10,0.68,0.88,0.28,0.04,0.89,51.11,23000,135,0.19,0.01
93.0,0.21,0.59,82.42,12.18,5.64,10,0.59,0.89,0.31,0.04,0.88,52.22,23500,140,0.18,0.01
94.03,0.18,0.62,82.6,11.95,5.76,10,0.62,0.89,0.27,0.04,0.9,53.33,24000,145,0.17,0.01
94.91,0.15,0.65,81.64,11.68,5.86,10,0.65,0.89,0.28,0.04,0.89,54.44,24500,150,0.18,0.01
95.69,0.13,0.65,82.2,11.39,5.99,10,0.65,0.89,0.26,0.04,0.9,55.56,25000,155,0.18,0.01
