Train Accuracy,Train Loss,Evaluation Loss,Evaluation Accuracy,Query Times,Training Times,Cluster Coverage,Log Loss,Diversity Metrics,Entropy Reduction,MAE,Model Confidence,Data Percentage,Data Count,EPOCHS,Top 1 Error,Top 5 Error
10.12,2.32,2.31,10.36,-1.0,1.59,-1,2.31,-1.0,2.3,0.18,0.12,22.22,10000,10,0.9,0.49
12.3,2.28,2.06,21.08,4.07,2.12,10,2.05,0.009999999776482582,2.08,0.17,0.2,26.67,12000,20,0.79,0.23
24.03,1.91,1.86,26.64,3.91,2.19,10,1.85,0.25,1.82,0.16,0.27,31.11,14000,30,0.73,0.15
33.92,1.71,1.57,40.0,3.69,2.5,10,1.55,0.4099999964237213,1.48,0.14,0.43,35.56,16000,40,0.6,0.09
43.24,1.51,1.35,48.72,3.43,2.81,10,1.33,0.6200000047683716,1.26,0.12,0.52,40.0,18000,50,0.51,0.05
50.93,1.32,1.13,57.98,3.27,3.18,10,1.12,0.7099999785423279,1.11,0.11,0.58,44.44,20000,60,0.42,0.04
57.86,1.15,1.04,63.0,2.99,3.4,10,1.02,0.7599999904632568,0.93,0.1,0.65,48.89,22000,70,0.37,0.03
64.99,0.97,0.93,68.18,2.82,3.87,10,0.91,0.8100000023841858,0.73,0.08,0.73,53.33,24000,80,0.32,0.02
71.79,0.79,1.0,68.76,2.53,4.08,10,0.98,0.8399999737739563,0.56,0.07,0.79,57.78,26000,90,0.31,0.02
79.4,0.59,1.08,70.22,2.26,4.33,10,1.05,0.8600000143051147,0.43,0.07,0.83,62.22,28000,100,0.3,0.03
86.02,0.42,1.14,71.6,2.11,4.67,10,1.12,0.8700000047683716,0.34,0.06,0.87,66.67,30000,110,0.28,0.02
91.14,0.28,1.26,72.72,1.87,5.06,10,1.24,0.8700000047683716,0.26,0.06,0.9,71.11,32000,120,0.27,0.02
94.4,0.19,1.38,72.24,1.68,5.34,10,1.36,0.8700000047683716,0.24,0.06,0.91,75.56,34000,130,0.28,0.03
96.49,0.14,1.51,71.8,1.42,5.58,10,1.49,0.8700000047683716,0.21,0.06,0.92,80.0,36000,140,0.28,0.03
97.62,0.1,1.44,73.94,1.19,5.84,10,1.42,0.8700000047683716,0.19,0.05,0.93,84.44,38000,150,0.26,0.02
98.33,0.08,1.56,72.58,0.94,6.14,10,1.53,0.8600000143051147,0.18,0.06,0.93,88.89,40000,160,0.27,0.03
98.67,0.06,1.57,73.26,0.76,6.53,10,1.54,0.8600000143051147,0.17,0.05,0.93,93.33,42000,170,0.27,0.02
99.05,0.05,1.67,73.28,0.49,6.8,10,1.62,0.8500000238418579,0.17,0.06,0.93,97.78,44000,180,0.27,0.03
99.07,0.05,1.56,73.4,0.24,6.91,10,1.53,0.8500000238418579,0.18,0.05,0.93,100.0,45000,190,0.27,0.03
