Train Accuracy,Train Loss,Evaluation Loss,Evaluation Accuracy,Query Times,Training Times,Cluster Coverage,Log Loss,Diversity Metrics,Entropy Reduction,MAE,Model Confidence,Data Percentage,Data Count,EPOCHS,Top 1 Error,Top 5 Error
14.17,2.27,2.11,23.82,4.21,2.51,10,2.11,0.17,2.15,0.17,0.18,22.22,10000,10,0.76,0.23
31.63,1.83,1.61,40.08,4.12,2.64,10,1.61,0.6,1.55,0.14,0.41,23.33,10500,20,0.6,0.1
43.88,1.51,1.39,48.86,3.94,2.75,10,1.4,0.68,1.32,0.13,0.51,24.44,11000,30,0.51,0.07
52.36,1.29,1.28,54.2,4.0,2.87,10,1.29,0.74,1.12,0.11,0.59,25.56,11500,40,0.46,0.06
59.52,1.11,1.07,62.32,3.97,3.0,10,1.07,0.76,0.98,0.1,0.64,26.67,12000,50,0.38,0.04
65.54,0.96,0.99,65.66,3.84,3.12,10,0.99,0.79,0.83,0.09,0.7,27.78,12500,60,0.34,0.03
70.18,0.83,0.88,69.7,3.9,3.24,10,0.88,0.82,0.66,0.07,0.76,28.89,13000,70,0.3,0.02
74.52,0.72,0.84,71.18,3.8,3.35,10,0.84,0.83,0.61,0.07,0.78,30.0,13500,80,0.29,0.02
78.35,0.61,0.75,74.38,3.75,3.47,10,0.75,0.83,0.6,0.07,0.79,31.11,14000,90,0.26,0.02
81.64,0.52,0.75,76.02,3.68,3.6,10,0.76,0.85,0.48,0.06,0.83,32.22,14500,100,0.24,0.02
84.57,0.44,0.75,76.82,3.64,3.71,10,0.75,0.86,0.42,0.06,0.85,33.33,15000,110,0.23,0.02
87.36,0.36,0.74,77.52,3.6,3.82,10,0.74,0.86,0.4,0.05,0.85,34.44,15500,120,0.22,0.01
89.79,0.29,0.73,78.04,3.52,3.94,10,0.74,0.87,0.34,0.05,0.87,35.56,16000,130,0.22,0.01
92.12,0.23,0.76,78.48,3.51,4.07,10,0.77,0.87,0.29,0.05,0.89,36.67,16500,140,0.22,0.02
93.91,0.18,0.89,77.52,3.43,4.19,10,0.89,0.87,0.26,0.05,0.9,37.78,17000,150,0.22,0.02
95.21,0.14,0.87,79.08,3.42,4.31,10,0.88,0.88,0.22,0.04,0.92,38.89,17500,160,0.21,0.01
96.32,0.11,0.85,78.76,3.26,4.44,10,0.85,0.88,0.24,0.05,0.91,40.0,18000,170,0.21,0.01
96.99,0.1,0.92,79.64,3.26,4.55,10,0.92,0.88,0.2,0.04,0.92,41.11,18500,180,0.2,0.02
97.65,0.08,0.96,79.48,3.11,4.66,10,0.97,0.88,0.19,0.04,0.93,42.22,19000,190,0.21,0.01
97.97,0.07,0.99,79.38,3.15,4.79,10,0.99,0.88,0.18,0.04,0.93,43.33,19500,200,0.21,0.02
98.25,0.06,0.94,79.94,2.98,4.9,10,0.95,0.88,0.18,0.04,0.93,44.44,20000,210,0.2,0.02
98.53,0.05,0.99,79.62,3.02,5.03,10,0.99,0.88,0.16,0.04,0.94,45.56,20500,220,0.2,0.01
98.67,0.04,1.02,80.66,2.99,5.15,10,1.02,0.89,0.15,0.04,0.94,46.67,21000,230,0.19,0.02
98.81,0.04,1.04,79.74,2.86,5.25,10,1.04,0.88,0.16,0.04,0.94,47.78,21500,240,0.2,0.02
98.85,0.04,1.03,81.06,2.76,5.38,10,1.02,0.89,0.15,0.04,0.94,48.89,22000,250,0.19,0.02
99.01,0.03,1.05,80.92,2.76,5.5,10,1.06,0.89,0.14,0.04,0.95,50.0,22500,260,0.19,0.02
99.05,0.03,1.01,80.62,2.62,5.63,10,1.01,0.89,0.14,0.04,0.94,51.11,23000,270,0.19,0.01
99.13,0.03,1.01,81.02,2.58,5.74,10,1.01,0.89,0.15,0.04,0.94,52.22,23500,280,0.19,0.02
99.14,0.03,0.95,81.88,2.46,5.83,10,0.95,0.89,0.15,0.04,0.94,53.33,24000,290,0.18,0.02
99.2,0.03,1.03,81.1,2.35,5.89,10,1.03,0.89,0.14,0.04,0.94,54.44,24500,300,0.19,0.02
99.27,0.03,1.01,80.92,2.33,6.01,10,1.01,0.89,0.15,0.04,0.94,55.56,25000,310,0.19,0.01
