Train Accuracy,Train Loss,Evaluation Loss,Evaluation Accuracy,Query Times,Training Times,Cluster Coverage,Log Loss,Diversity Metrics,Entropy Reduction,MAE,Model Confidence,Data Percentage,Data Count,EPOCHS,Top 1 Error,Top 5 Error
57.84,1.17,1.25,58.56,6.02,4.65,10,1.25,0.79,0.81,0.1,0.71,22.22,10000,5,0.41,0.05
78.29,0.63,1.05,66.62,6.01,4.88,10,1.05,0.83,0.57,0.08,0.8,23.33,10500,10,0.33,0.03
89.25,0.32,1.12,69.58,5.89,5.13,10,1.13,0.86,0.4,0.07,0.86,24.44,11000,15,0.3,0.03
93.59,0.2,1.27,68.42,5.86,5.36,10,1.27,0.86,0.33,0.07,0.88,25.56,11500,20,0.32,0.03
95.16,0.15,1.25,70.18,5.74,5.56,10,1.24,0.87,0.31,0.06,0.89,26.67,12000,25,0.3,0.02
96.26,0.12,1.21,71.84,5.62,5.79,10,1.21,0.87,0.27,0.06,0.9,27.78,12500,30,0.28,0.02
95.92,0.13,1.17,73.0,5.56,6.02,10,1.17,0.88,0.25,0.06,0.91,28.89,13000,35,0.27,0.02
97.22,0.09,1.18,74.02,5.42,6.23,10,1.18,0.88,0.22,0.05,0.92,30.0,13500,40,0.26,0.02
97.28,0.09,1.05,75.16,5.4,6.45,10,1.06,0.88,0.23,0.05,0.92,31.11,14000,45,0.25,0.02
97.71,0.08,1.11,75.22,5.24,6.7,10,1.12,0.88,0.21,0.05,0.92,32.22,14500,50,0.25,0.01
97.59,0.08,1.01,77.36,5.25,6.91,10,1.01,0.88,0.22,0.05,0.92,33.33,15000,55,0.23,0.02
97.71,0.07,0.97,78.16,5.12,7.14,10,0.98,0.89,0.2,0.05,0.93,34.44,15500,60,0.22,0.01
97.95,0.07,1.0,78.46,5.1,7.37,10,0.99,0.89,0.2,0.05,0.93,35.56,16000,65,0.22,0.02
98.06,0.07,0.91,78.94,4.95,7.62,10,0.92,0.89,0.2,0.04,0.93,36.67,16500,70,0.21,0.02
98.2,0.06,0.93,79.0,4.87,7.82,10,0.92,0.89,0.2,0.04,0.93,37.78,17000,75,0.21,0.02
98.28,0.06,0.93,79.7,4.86,8.04,10,0.93,0.89,0.18,0.04,0.93,38.89,17500,80,0.2,0.02
98.26,0.06,0.97,79.02,4.72,8.28,10,0.97,0.89,0.18,0.04,0.94,40.0,18000,85,0.21,0.02
96.01,0.13,0.9,79.1,4.66,8.51,10,0.89,0.89,0.22,0.05,0.92,41.11,18500,90,0.21,0.01
98.39,0.05,0.84,81.16,4.52,8.73,10,0.85,0.89,0.18,0.04,0.94,42.22,19000,95,0.19,0.01
98.61,0.05,0.84,81.3,4.44,8.96,10,0.84,0.89,0.17,0.04,0.94,43.33,19500,100,0.19,0.01
98.61,0.05,0.84,80.78,4.41,9.19,10,0.84,0.89,0.17,0.04,0.94,44.44,20000,105,0.19,0.01
98.8,0.04,0.82,82.0,4.27,9.4,10,0.83,0.89,0.15,0.04,0.95,45.56,20500,110,0.18,0.01
98.55,0.05,0.9,80.34,4.18,9.6,10,0.91,0.89,0.17,0.04,0.94,46.67,21000,115,0.2,0.01
98.98,0.04,0.82,82.52,4.11,9.84,10,0.83,0.89,0.15,0.04,0.94,47.78,21500,120,0.17,0.01
98.84,0.04,0.81,82.52,4.05,10.08,10,0.82,0.89,0.15,0.04,0.95,48.89,22000,125,0.17,0.01
98.75,0.04,0.78,82.28,3.94,10.3,10,0.79,0.89,0.15,0.04,0.94,50.0,22500,130,0.18,0.01
98.89,0.04,0.82,82.54,3.88,10.52,10,0.82,0.89,0.15,0.04,0.94,51.11,23000,135,0.17,0.01
98.96,0.03,0.84,82.46,3.81,10.76,10,0.83,0.89,0.15,0.04,0.95,52.22,23500,140,0.18,0.01
98.91,0.04,0.8,82.42,3.7,10.99,10,0.8,0.89,0.14,0.04,0.95,53.33,24000,145,0.18,0.01
99.02,0.03,0.76,83.18,3.63,11.2,10,0.77,0.89,0.14,0.04,0.95,54.44,24500,150,0.17,0.01
99.02,0.03,0.75,83.36,3.52,11.42,10,0.76,0.89,0.14,0.03,0.95,55.56,25000,155,0.17,0.01
