Train Accuracy,Train Loss,Evaluation Loss,Evaluation Accuracy,Query Times,Training Times,Cluster Coverage,Log Loss,Diversity Metrics,Entropy Reduction,MAE,Model Confidence,Data Percentage,Data Count,EPOCHS,Top 1 Error,Top 5 Error
69.65,0.87,1.91,53.5,8.2,6.58,10,1.89,0.79,0.56,0.1,0.8,22.22,10000,10,0.46,0.07
94.16,0.18,1.38,65.4,8.13,6.93,10,1.37,0.85,0.41,0.07,0.85,23.33,10500,20,0.35,0.04
99.74,0.01,1.28,68.82,7.98,7.23,10,1.26,0.86,0.37,0.07,0.86,24.44,11000,30,0.31,0.04
99.98,0.0,1.27,69.06,7.77,7.54,10,1.25,0.86,0.37,0.07,0.87,25.56,11500,40,0.31,0.04
99.98,0.0,1.28,68.92,7.8,7.87,10,1.27,0.86,0.35,0.07,0.87,26.67,12000,50,0.31,0.04
99.99,0.0,1.29,68.68,7.63,8.19,10,1.29,0.86,0.35,0.07,0.87,27.78,12500,60,0.31,0.04
99.89,0.01,1.39,67.92,7.48,8.53,10,1.38,0.86,0.35,0.07,0.87,28.89,13000,70,0.32,0.04
99.89,0.01,1.31,68.86,7.4,8.84,10,1.3,0.86,0.34,0.07,0.88,30.0,13500,80,0.31,0.04
99.97,0.0,1.29,69.72,7.26,9.15,10,1.28,0.86,0.35,0.07,0.87,31.11,14000,90,0.3,0.04
99.94,0.0,1.28,69.7,7.14,9.5,10,1.27,0.86,0.35,0.07,0.87,32.22,14500,100,0.3,0.03
99.97,0.0,1.27,69.8,7.06,9.79,10,1.27,0.86,0.34,0.06,0.88,33.33,15000,110,0.3,0.03
99.8,0.01,1.34,69.04,6.92,10.12,10,1.33,0.86,0.34,0.07,0.88,34.44,15500,120,0.31,0.04
99.81,0.01,1.27,70.18,6.78,10.44,10,1.25,0.86,0.34,0.06,0.88,35.56,16000,130,0.3,0.04
99.94,0.0,1.3,70.38,6.69,10.78,10,1.28,0.86,0.32,0.06,0.88,36.67,16500,140,0.3,0.04
99.81,0.01,1.24,69.96,6.54,11.1,10,1.23,0.86,0.33,0.06,0.88,37.78,17000,150,0.3,0.04
99.92,0.01,1.21,70.8,6.44,11.42,10,1.2,0.86,0.33,0.06,0.88,38.89,17500,160,0.29,0.03
99.87,0.01,1.25,70.82,6.39,11.74,10,1.24,0.86,0.33,0.06,0.88,40.0,18000,170,0.29,0.03
97.94,0.07,1.26,68.32,6.19,12.07,10,1.25,0.85,0.37,0.07,0.86,41.11,18500,180,0.32,0.04
99.83,0.01,1.11,72.64,6.11,12.39,10,1.1,0.86,0.33,0.06,0.88,42.22,19000,190,0.27,0.03
99.97,0.0,1.12,71.72,6.0,12.71,10,1.11,0.86,0.32,0.06,0.88,43.33,19500,200,0.28,0.03
99.96,0.0,1.08,72.98,5.89,13.03,10,1.07,0.85,0.32,0.06,0.88,44.44,20000,210,0.27,0.03
99.96,0.0,1.09,72.94,5.76,13.36,10,1.08,0.85,0.32,0.06,0.89,45.56,20500,220,0.27,0.03
99.93,0.01,1.16,71.96,5.66,13.67,10,1.14,0.85,0.31,0.06,0.89,46.67,21000,230,0.28,0.04
99.92,0.0,1.08,72.74,5.57,14.0,10,1.08,0.85,0.31,0.06,0.89,47.78,21500,240,0.27,0.03
99.95,0.0,1.07,73.8,5.4,14.32,10,1.06,0.85,0.32,0.06,0.89,48.89,22000,250,0.26,0.03
99.93,0.0,1.05,74.04,5.35,14.64,10,1.05,0.85,0.32,0.06,0.89,50.0,22500,260,0.26,0.03
99.9,0.01,1.04,73.88,5.19,14.98,10,1.04,0.84,0.31,0.06,0.89,51.11,23000,270,0.26,0.03
99.85,0.01,1.05,73.86,5.07,15.28,10,1.04,0.84,0.31,0.06,0.89,52.22,23500,280,0.26,0.03
99.91,0.01,1.01,74.46,4.99,15.6,10,1.01,0.85,0.31,0.06,0.89,53.33,24000,290,0.26,0.03
99.9,0.01,1.03,74.82,4.83,15.92,10,1.02,0.85,0.3,0.05,0.89,54.44,24500,300,0.25,0.03
99.91,0.01,1.04,75.04,4.74,16.25,10,1.03,0.84,0.3,0.05,0.89,55.56,25000,310,0.25,0.03
