Train Accuracy,Train Loss,Evaluation Loss,Evaluation Accuracy,Query Times,Training Times,Cluster Coverage,Log Loss,Diversity Metrics,Entropy Reduction,MAE,Model Confidence,Data Percentage,Data Count,EPOCHS,Top 1 Error,Top 5 Error
68.72,0.88,1.69,54.78,-1.0,6.56,-1,1.7,-1.0,0.6,0.1,0.78,22.22,10000,10,0.45,0.06
86.56,0.4,1.03,72.32,8.12,13.0,10,1.03,0.8199999928474426,0.36,0.06,0.87,44.44,20000,20,0.28,0.02
93.64,0.2,0.91,78.4,5.82,19.44,10,0.9,0.8700000047683716,0.25,0.05,0.91,66.67,30000,30,0.22,0.02
98.12,0.07,0.8,80.7,3.56,25.89,10,0.79,0.8799999952316284,0.21,0.04,0.92,88.89,40000,40,0.19,0.01
99.71,0.01,0.87,80.46,1.24,29.09,10,0.86,0.8500000238418579,0.2,0.04,0.93,100.0,45000,50,0.2,0.02
