Train Accuracy,Train Loss,Evaluation Loss,Evaluation Accuracy,Query Times,Training Times,Cluster Coverage,Log Loss,Diversity Metrics,Entropy Reduction,MAE,Model Confidence,Data Percentage,Data Count,EPOCHS,Top 1 Error,Top 5 Error
24.84,2.08,1.86,31.8,4.06,1.58,10,1.86,0.41,1.91,0.16,0.31,22.22,10000,5,0.68,0.17
39.59,1.67,1.55,44.26,3.93,1.62,10,1.55,0.57,1.63,0.14,0.39,23.33,10500,10,0.56,0.09
47.0,1.46,1.41,49.44,3.97,1.7,10,1.41,0.64,1.49,0.13,0.46,24.44,11000,15,0.51,0.07
51.51,1.35,1.29,54.58,3.77,1.76,10,1.29,0.68,1.37,0.12,0.5,25.56,11500,20,0.45,0.06
55.33,1.24,1.22,57.2,3.72,1.82,10,1.22,0.71,1.24,0.11,0.55,26.67,12000,25,0.43,0.05
58.72,1.16,1.12,60.76,3.71,1.93,10,1.12,0.74,1.13,0.11,0.59,27.78,12500,30,0.39,0.04
61.81,1.07,1.1,61.58,3.65,1.97,10,1.09,0.76,1.03,0.1,0.63,28.89,13000,35,0.38,0.04
64.76,0.98,1.0,65.38,3.57,2.04,10,1.0,0.78,0.97,0.09,0.65,30.0,13500,40,0.35,0.04
67.83,0.9,0.95,67.32,3.53,2.13,10,0.95,0.8,0.9,0.09,0.68,31.11,14000,45,0.33,0.03
70.6,0.83,0.92,68.18,3.6,2.19,10,0.92,0.81,0.82,0.08,0.7,32.22,14500,50,0.32,0.03
72.96,0.76,0.9,69.16,3.46,2.25,10,0.9,0.82,0.75,0.08,0.73,33.33,15000,55,0.31,0.03
75.05,0.7,0.89,70.24,3.34,2.39,10,0.88,0.83,0.7,0.08,0.75,34.44,15500,60,0.3,0.02
77.35,0.64,0.86,71.66,3.34,2.42,10,0.86,0.84,0.64,0.07,0.77,35.56,16000,65,0.28,0.02
79.44,0.59,0.86,72.0,3.3,2.47,10,0.86,0.85,0.6,0.07,0.78,36.67,16500,70,0.28,0.02
81.42,0.53,0.86,72.2,3.24,2.52,10,0.85,0.85,0.59,0.07,0.79,37.78,17000,75,0.28,0.02
82.95,0.48,0.87,72.32,3.13,2.63,10,0.87,0.86,0.53,0.07,0.81,38.89,17500,80,0.28,0.02
84.86,0.44,0.9,73.02,3.11,2.69,10,0.9,0.86,0.48,0.06,0.83,40.0,18000,85,0.27,0.02
85.91,0.41,0.87,73.5,3.04,2.78,10,0.87,0.87,0.48,0.06,0.83,41.11,18500,90,0.26,0.02
87.5,0.37,0.91,73.04,3.07,2.88,10,0.92,0.87,0.43,0.06,0.84,42.22,19000,95,0.27,0.02
88.78,0.33,0.97,73.02,2.92,2.91,10,0.96,0.87,0.4,0.06,0.85,43.33,19500,100,0.27,0.02
89.86,0.3,0.95,74.1,2.87,2.96,10,0.95,0.88,0.36,0.06,0.86,44.44,20000,105,0.26,0.02
90.72,0.28,0.93,74.26,2.88,3.04,10,0.93,0.88,0.37,0.06,0.86,45.56,20500,110,0.26,0.02
91.28,0.26,1.01,74.46,2.8,3.15,10,1.01,0.88,0.33,0.06,0.88,46.67,21000,115,0.26,0.02
91.89,0.25,0.95,74.9,2.79,3.17,10,0.95,0.88,0.34,0.06,0.87,47.78,21500,120,0.25,0.02
92.52,0.23,1.0,75.68,2.71,3.26,10,1.0,0.89,0.3,0.05,0.89,48.89,22000,125,0.24,0.02
92.87,0.22,0.99,74.82,2.63,3.33,10,0.99,0.88,0.33,0.06,0.88,50.0,22500,130,0.25,0.02
93.34,0.21,1.0,75.2,2.6,3.42,10,1.0,0.89,0.29,0.05,0.89,51.11,23000,135,0.25,0.02
93.48,0.2,1.02,75.16,2.47,3.45,10,1.02,0.89,0.3,0.05,0.89,52.22,23500,140,0.25,0.02
94.0,0.18,0.98,76.24,2.5,3.5,10,0.98,0.89,0.29,0.05,0.89,53.33,24000,145,0.24,0.02
94.31,0.18,1.03,75.14,2.47,3.61,10,1.02,0.89,0.28,0.05,0.89,54.44,24500,150,0.25,0.02
94.42,0.17,1.0,75.3,2.48,3.66,10,1.0,0.89,0.29,0.05,0.89,55.56,25000,155,0.25,0.02
