Train Accuracy,Train Loss,Evaluation Loss,Evaluation Accuracy,Query Times,Training Times,Cluster Coverage,Log Loss,Diversity Metrics,Entropy Reduction,MAE,Model Confidence,Data Percentage,Data Count,EPOCHS,Top 1 Error,Top 5 Error
11.39,2.3,2.3,12.68,19.82,2.47,10,2.3,0.0,2.3,0.18,0.1,22.22,10000,5,0.87,0.43
18.14,2.2,2.04,24.14,19.59,2.59,10,2.04,0.3,2.03,0.17,0.25,23.33,10500,10,0.76,0.24
30.14,1.89,1.76,34.5,19.31,2.7,10,1.76,0.42,1.87,0.16,0.29,24.44,11000,15,0.66,0.13
40.21,1.61,1.57,41.92,18.99,2.81,10,1.57,0.53,1.7,0.15,0.36,25.56,11500,20,0.58,0.09
47.11,1.45,1.45,45.62,18.7,2.94,10,1.46,0.6,1.53,0.14,0.43,26.67,12000,25,0.54,0.08
52.73,1.3,1.35,49.78,18.43,3.06,10,1.36,0.64,1.42,0.13,0.47,27.78,12500,30,0.5,0.06
57.6,1.18,1.27,53.0,18.13,3.18,10,1.28,0.67,1.31,0.12,0.51,28.89,13000,35,0.47,0.06
62.0,1.06,1.21,55.9,17.86,3.29,10,1.22,0.67,1.29,0.12,0.53,30.0,13500,40,0.44,0.05
65.87,0.95,1.12,59.38,17.59,3.4,10,1.13,0.7,1.18,0.11,0.57,31.11,14000,45,0.41,0.04
69.45,0.86,1.06,61.7,17.31,3.53,10,1.07,0.7,1.15,0.11,0.58,32.22,14500,50,0.38,0.04
72.38,0.78,1.0,64.26,17.01,3.64,10,1.0,0.72,1.08,0.1,0.61,33.33,15000,55,0.36,0.03
75.19,0.71,0.98,64.56,16.77,3.77,10,0.99,0.73,1.0,0.1,0.63,34.44,15500,60,0.35,0.03
77.5,0.64,0.92,67.4,16.45,3.88,10,0.92,0.74,0.95,0.09,0.66,35.56,16000,65,0.33,0.03
79.83,0.58,0.86,69.44,16.2,3.99,10,0.86,0.76,0.86,0.08,0.69,36.67,16500,70,0.31,0.03
81.84,0.52,0.83,70.48,15.88,4.11,10,0.84,0.76,0.82,0.08,0.7,37.78,17000,75,0.3,0.03
83.73,0.47,0.8,71.52,15.6,4.22,10,0.81,0.77,0.77,0.08,0.72,38.89,17500,80,0.28,0.02
85.24,0.43,0.82,71.38,15.33,4.35,10,0.82,0.77,0.7,0.07,0.74,40.0,18000,85,0.29,0.02
86.7,0.39,0.84,70.5,15.07,4.47,10,0.85,0.79,0.66,0.07,0.76,41.11,18500,90,0.3,0.02
87.79,0.35,0.79,72.7,14.81,4.57,10,0.8,0.79,0.64,0.07,0.77,42.22,19000,95,0.27,0.02
89.23,0.31,0.76,74.36,14.48,4.7,10,0.77,0.8,0.59,0.07,0.78,43.33,19500,100,0.26,0.02
90.4,0.28,0.77,74.96,14.22,4.81,10,0.77,0.78,0.58,0.07,0.79,44.44,20000,105,0.25,0.02
91.25,0.25,0.75,74.04,13.93,4.93,10,0.75,0.78,0.58,0.07,0.79,45.56,20500,110,0.26,0.02
92.33,0.22,0.75,75.5,13.63,5.06,10,0.75,0.8,0.54,0.06,0.8,46.67,21000,115,0.24,0.02
93.18,0.2,0.78,74.76,13.37,5.17,10,0.78,0.81,0.47,0.06,0.83,47.78,21500,120,0.25,0.02
94.01,0.18,0.78,75.1,13.08,5.3,10,0.78,0.79,0.5,0.06,0.81,48.89,22000,125,0.25,0.02
94.63,0.16,0.76,76.2,12.79,5.4,10,0.77,0.8,0.47,0.06,0.83,50.0,22500,130,0.24,0.02
95.23,0.14,0.79,75.98,12.5,5.52,10,0.79,0.81,0.43,0.06,0.84,51.11,23000,135,0.24,0.01
95.72,0.13,0.78,76.28,12.25,5.63,10,0.79,0.81,0.42,0.06,0.84,52.22,23500,140,0.24,0.02
96.12,0.12,0.81,75.3,11.95,5.76,10,0.81,0.8,0.41,0.06,0.85,53.33,24000,145,0.25,0.02
96.68,0.1,0.83,75.66,11.68,5.87,10,0.83,0.81,0.38,0.06,0.85,54.44,24500,150,0.24,0.02
97.1,0.09,0.83,76.14,11.38,5.99,10,0.83,0.8,0.38,0.06,0.86,55.56,25000,155,0.24,0.02
