Train Accuracy,Train Loss,Evaluation Loss,Evaluation Accuracy,Query Times,Training Times,Cluster Coverage,Log Loss,Diversity Metrics,Entropy Reduction,MAE,Model Confidence,Data Percentage,Data Count,EPOCHS,Top 1 Error,Top 5 Error
11.3,2.3,2.3,13.56,20.11,2.54,10,2.3,0.0,2.3,0.18,0.1,22.22,10000,5,0.86,0.46
14.83,2.26,2.14,22.66,19.82,2.67,10,2.14,0.1,2.21,0.17,0.15,23.33,10500,10,0.77,0.24
29.2,1.91,1.78,34.58,19.55,2.79,10,1.78,0.45,1.81,0.16,0.31,24.44,11000,15,0.65,0.13
38.15,1.67,1.57,41.82,19.29,2.91,10,1.57,0.57,1.63,0.14,0.39,25.56,11500,20,0.58,0.09
43.41,1.53,1.45,44.96,19.0,3.02,10,1.45,0.6,1.56,0.14,0.42,26.67,12000,25,0.55,0.07
47.95,1.41,1.36,49.92,18.71,3.15,10,1.36,0.63,1.47,0.13,0.45,27.78,12500,30,0.5,0.06
51.94,1.32,1.28,53.14,18.35,3.27,10,1.28,0.68,1.33,0.12,0.51,28.89,13000,35,0.47,0.06
55.52,1.22,1.2,55.76,18.15,3.38,10,1.2,0.7,1.25,0.12,0.54,30.0,13500,40,0.44,0.05
58.93,1.13,1.09,60.7,17.88,3.5,10,1.1,0.72,1.17,0.11,0.57,31.11,14000,45,0.39,0.04
62.28,1.04,1.0,63.36,17.59,3.62,10,1.0,0.75,1.07,0.1,0.61,32.22,14500,50,0.37,0.03
65.49,0.96,0.94,66.18,17.26,3.76,10,0.94,0.77,0.97,0.09,0.65,33.33,15000,55,0.34,0.03
68.11,0.89,0.89,68.84,17.01,3.88,10,0.89,0.77,0.99,0.09,0.65,34.44,15500,60,0.31,0.02
70.87,0.82,0.88,68.68,16.71,4.0,10,0.89,0.79,0.82,0.08,0.7,35.56,16000,65,0.31,0.02
73.23,0.75,0.78,73.16,16.46,4.1,10,0.78,0.8,0.8,0.08,0.71,36.67,16500,70,0.27,0.02
75.31,0.7,0.75,74.26,16.18,4.22,10,0.75,0.81,0.74,0.07,0.73,37.78,17000,75,0.26,0.02
77.19,0.65,0.76,73.52,15.84,4.35,10,0.76,0.8,0.75,0.07,0.73,38.89,17500,80,0.26,0.02
78.81,0.6,0.81,72.18,15.57,4.48,10,0.81,0.8,0.75,0.08,0.73,40.0,18000,85,0.28,0.02
80.35,0.56,0.67,76.6,15.33,4.59,10,0.67,0.83,0.64,0.06,0.77,41.11,18500,90,0.23,0.01
81.98,0.51,0.7,75.96,15.0,4.7,10,0.7,0.83,0.62,0.06,0.78,42.22,19000,95,0.24,0.01
83.34,0.47,0.66,76.98,14.71,4.83,10,0.66,0.84,0.54,0.06,0.8,43.33,19500,100,0.23,0.01
84.65,0.43,0.67,77.2,14.44,4.96,10,0.67,0.83,0.62,0.06,0.78,44.44,20000,105,0.23,0.01
86.06,0.39,0.67,77.88,14.14,5.08,10,0.67,0.85,0.5,0.06,0.82,45.56,20500,110,0.22,0.02
87.28,0.36,0.64,78.92,13.84,5.21,10,0.63,0.85,0.47,0.05,0.83,46.67,21000,115,0.21,0.01
88.83,0.32,0.63,79.82,13.56,5.31,10,0.62,0.85,0.44,0.05,0.84,47.78,21500,120,0.2,0.01
89.82,0.29,0.65,79.38,13.28,5.44,10,0.65,0.85,0.43,0.05,0.84,48.89,22000,125,0.21,0.01
90.84,0.26,0.62,80.14,13.0,5.56,10,0.62,0.86,0.4,0.05,0.85,50.0,22500,130,0.2,0.01
92.06,0.23,0.62,79.74,12.69,5.68,10,0.63,0.86,0.42,0.05,0.85,51.11,23000,135,0.2,0.01
93.1,0.2,0.63,80.08,12.43,5.8,10,0.63,0.86,0.39,0.05,0.85,52.22,23500,140,0.2,0.01
93.78,0.18,0.64,80.46,12.15,5.9,10,0.63,0.86,0.35,0.05,0.87,53.33,24000,145,0.2,0.01
94.58,0.16,0.68,79.78,11.87,6.02,10,0.68,0.87,0.32,0.05,0.87,54.44,24500,150,0.2,0.01
95.1,0.15,0.67,80.98,11.57,6.17,10,0.66,0.87,0.31,0.05,0.88,55.56,25000,155,0.19,0.01
