Train Accuracy,Train Loss,Evaluation Loss,Evaluation Accuracy,Query Times,Training Times,Cluster Coverage,Log Loss,Diversity Metrics,Entropy Reduction,MAE,Model Confidence,Data Percentage,Data Count,EPOCHS,Top 1 Error,Top 5 Error
23.6,2.1,1.84,33.74,4.05,1.56,10,1.84,0.4,1.95,0.16,0.28,22.22,10000,5,0.66,0.16
38.46,1.71,1.54,43.32,3.91,1.63,10,1.54,0.57,1.64,0.14,0.4,23.33,10500,10,0.57,0.09
46.44,1.5,1.33,51.8,3.84,1.71,10,1.33,0.66,1.44,0.13,0.47,24.44,11000,15,0.48,0.06
50.67,1.38,1.23,56.32,3.8,1.78,10,1.23,0.69,1.34,0.12,0.51,25.56,11500,20,0.44,0.05
54.36,1.28,1.15,59.06,3.79,1.83,10,1.16,0.71,1.25,0.11,0.54,26.67,12000,25,0.41,0.04
57.77,1.19,1.06,62.7,3.8,1.92,10,1.06,0.76,1.1,0.1,0.61,27.78,12500,30,0.37,0.04
60.59,1.11,1.02,64.3,3.67,2.0,10,1.02,0.77,1.01,0.1,0.63,28.89,13000,35,0.36,0.03
63.63,1.03,0.93,67.28,3.62,2.07,10,0.93,0.79,0.93,0.09,0.66,30.0,13500,40,0.33,0.02
66.2,0.96,0.9,68.68,3.55,2.14,10,0.9,0.81,0.81,0.08,0.71,31.11,14000,45,0.31,0.02
68.42,0.9,0.83,70.72,3.39,2.19,10,0.84,0.82,0.79,0.08,0.72,32.22,14500,50,0.29,0.02
70.95,0.83,0.83,70.68,3.43,2.24,10,0.84,0.83,0.72,0.08,0.74,33.33,15000,55,0.29,0.02
73.25,0.77,0.86,70.18,3.92,2.67,10,0.86,0.84,0.67,0.07,0.75,34.44,15500,60,0.3,0.02
75.41,0.7,0.8,73.14,3.29,2.43,10,0.8,0.85,0.61,0.07,0.78,35.56,16000,65,0.27,0.02
77.82,0.64,0.79,73.3,3.19,2.46,10,0.79,0.85,0.59,0.07,0.78,36.67,16500,70,0.27,0.02
79.9,0.58,0.8,74.0,3.17,2.54,10,0.8,0.86,0.55,0.06,0.8,37.78,17000,75,0.26,0.02
81.81,0.52,0.78,74.8,3.14,2.65,10,0.78,0.87,0.51,0.06,0.81,38.89,17500,80,0.25,0.02
83.55,0.47,0.83,74.54,3.07,2.69,10,0.83,0.87,0.44,0.06,0.84,40.0,18000,85,0.25,0.01
85.25,0.43,0.85,74.94,3.11,2.8,10,0.85,0.88,0.41,0.06,0.85,41.11,18500,90,0.25,0.02
86.79,0.39,0.85,75.24,2.99,2.82,10,0.85,0.88,0.39,0.06,0.85,42.22,19000,95,0.25,0.01
88.1,0.35,0.86,76.06,2.95,2.9,10,0.86,0.88,0.36,0.06,0.86,43.33,19500,100,0.24,0.02
89.14,0.32,0.86,76.08,2.91,3.0,10,0.85,0.88,0.36,0.05,0.87,44.44,20000,105,0.24,0.01
90.33,0.29,0.86,76.2,2.85,3.06,10,0.86,0.88,0.35,0.05,0.87,45.56,20500,110,0.24,0.02
91.04,0.27,0.94,76.08,2.77,3.08,10,0.94,0.89,0.3,0.05,0.89,46.67,21000,115,0.24,0.02
91.94,0.24,0.93,77.12,2.71,3.18,10,0.92,0.89,0.3,0.05,0.89,47.78,21500,120,0.23,0.02
92.57,0.23,0.92,77.3,2.63,3.27,10,0.91,0.89,0.28,0.05,0.89,48.89,22000,125,0.23,0.02
93.1,0.21,0.95,76.88,2.63,3.34,10,0.93,0.89,0.29,0.05,0.89,50.0,22500,130,0.23,0.02
93.67,0.2,0.96,77.22,2.56,3.4,10,0.95,0.89,0.26,0.05,0.9,51.11,23000,135,0.23,0.02
93.95,0.18,0.95,77.56,2.45,3.47,10,0.94,0.89,0.26,0.05,0.9,52.22,23500,140,0.22,0.01
94.25,0.18,0.92,77.68,2.48,3.51,10,0.91,0.89,0.27,0.05,0.9,53.33,24000,145,0.22,0.01
94.66,0.16,0.92,78.3,2.38,3.62,10,0.91,0.89,0.26,0.05,0.9,54.44,24500,150,0.22,0.01
94.91,0.16,0.94,77.8,2.33,3.65,10,0.94,0.89,0.25,0.05,0.9,55.56,25000,155,0.22,0.01
