Train Accuracy,Train Loss,Evaluation Loss,Evaluation Accuracy,Query Times,Training Times,Cluster Coverage,Log Loss,Diversity Metrics,Entropy Reduction,MAE,Model Confidence,Data Percentage,Data Count,EPOCHS,Top 1 Error,Top 5 Error
10.12,2.33,2.31,9.5,4.0,1.59,10,2.31,0.02,2.29,0.18,0.13,22.22,10000,5,0.9,0.49
10.28,2.32,2.31,10.74,4.0,1.67,10,2.31,0.01,2.3,0.18,0.12,23.33,10500,10,0.89,0.49
10.84,2.31,2.29,12.0,3.94,1.74,10,2.29,0.01,2.3,0.18,0.12,24.44,11000,15,0.88,0.43
16.33,2.17,2.08,19.54,3.9,1.82,10,2.08,0.25,2.07,0.17,0.2,25.56,11500,20,0.8,0.24
21.83,1.96,1.9,24.32,3.85,1.87,10,1.89,0.38,1.91,0.16,0.24,26.67,12000,25,0.76,0.16
26.05,1.85,1.84,27.8,3.72,1.93,10,1.82,0.46,1.79,0.16,0.28,27.78,12500,30,0.72,0.15
29.42,1.79,1.75,33.12,3.72,2.02,10,1.73,0.47,1.77,0.16,0.29,28.89,13000,35,0.67,0.12
35.22,1.68,1.61,39.64,3.6,2.1,10,1.59,0.56,1.62,0.15,0.37,30.0,13500,40,0.6,0.09
40.29,1.57,1.51,43.72,3.59,2.17,10,1.48,0.61,1.53,0.14,0.41,31.11,14000,45,0.56,0.08
43.71,1.49,1.5,45.3,3.55,2.19,10,1.47,0.68,1.33,0.13,0.49,32.22,14500,50,0.55,0.08
47.29,1.4,1.36,50.3,3.43,2.34,10,1.33,0.69,1.3,0.13,0.5,33.33,15000,55,0.5,0.06
51.33,1.31,1.31,52.64,3.39,2.36,10,1.29,0.71,1.23,0.12,0.53,34.44,15500,60,0.47,0.06
54.7,1.22,1.28,53.16,3.41,2.43,10,1.26,0.73,1.13,0.11,0.57,35.56,16000,65,0.47,0.05
58.7,1.13,1.14,59.34,3.29,2.52,10,1.12,0.76,1.06,0.1,0.61,36.67,16500,70,0.41,0.04
61.63,1.05,1.07,62.56,3.25,2.61,10,1.05,0.78,0.95,0.1,0.65,37.78,17000,75,0.37,0.04
65.21,0.96,1.07,63.06,3.24,2.69,10,1.05,0.8,0.85,0.09,0.69,38.89,17500,80,0.37,0.04
67.72,0.9,1.1,62.4,3.22,2.75,10,1.09,0.81,0.81,0.09,0.7,40.0,18000,85,0.38,0.04
70.74,0.81,1.05,65.48,3.16,2.81,10,1.03,0.83,0.71,0.08,0.74,41.11,18500,90,0.35,0.03
73.93,0.73,1.04,66.32,3.05,2.84,10,1.02,0.84,0.66,0.08,0.76,42.22,19000,95,0.34,0.03
76.88,0.65,1.11,66.26,2.95,2.95,10,1.08,0.85,0.57,0.08,0.79,43.33,19500,100,0.34,0.03
80.18,0.57,1.12,67.48,2.92,3.08,10,1.1,0.85,0.52,0.07,0.8,44.44,20000,105,0.33,0.03
82.8,0.51,1.21,65.92,2.9,3.1,10,1.19,0.86,0.49,0.08,0.82,45.56,20500,110,0.34,0.03
85.47,0.44,1.18,67.78,2.81,3.23,10,1.16,0.87,0.43,0.07,0.84,46.67,21000,115,0.32,0.03
88.03,0.37,1.34,67.3,2.71,3.25,10,1.31,0.87,0.36,0.07,0.86,47.78,21500,120,0.33,0.04
90.21,0.31,1.31,68.2,2.7,3.35,10,1.29,0.87,0.35,0.07,0.87,48.89,22000,125,0.32,0.03
91.67,0.27,1.41,69.2,2.65,3.43,10,1.38,0.88,0.3,0.07,0.89,50.0,22500,130,0.31,0.03
93.24,0.23,1.44,69.18,2.66,3.48,10,1.41,0.88,0.28,0.06,0.89,51.11,23000,135,0.31,0.03
94.22,0.2,1.48,69.14,2.53,3.57,10,1.45,0.88,0.26,0.06,0.9,52.22,23500,140,0.31,0.03
94.91,0.19,1.52,68.42,2.41,3.56,10,1.49,0.88,0.27,0.07,0.9,53.33,24000,145,0.32,0.03
95.65,0.16,1.5,69.78,2.4,3.67,10,1.47,0.88,0.25,0.06,0.9,54.44,24500,150,0.3,0.03
96.25,0.15,1.57,70.3,2.31,3.76,10,1.53,0.89,0.23,0.06,0.91,55.56,25000,155,0.3,0.03
