Train Accuracy,Train Loss,Evaluation Loss,Evaluation Accuracy,Query Times,Training Times,Cluster Coverage,Log Loss,Diversity Metrics,Entropy Reduction,MAE,Model Confidence,Data Percentage,Data Count,EPOCHS,Top 1 Error,Top 5 Error
10.01,2.33,2.31,9.5,4.11,1.61,10,2.31,0.02,2.29,0.18,0.12,22.22,10000,5,0.9,0.48
10.23,2.32,2.31,10.22,4.04,1.66,10,2.31,0.01,2.3,0.18,0.12,23.33,10500,10,0.9,0.48
10.45,2.31,2.3,11.5,3.95,1.79,10,2.3,0.01,2.3,0.18,0.12,24.44,11000,15,0.88,0.47
14.39,2.24,2.13,18.46,3.95,1.76,10,2.12,0.15,2.18,0.17,0.17,25.56,11500,20,0.82,0.25
20.56,2.05,1.93,24.08,3.85,1.86,10,1.92,0.37,1.92,0.17,0.25,26.67,12000,25,0.76,0.18
26.25,1.88,1.82,27.96,3.83,1.95,10,1.81,0.46,1.81,0.16,0.29,27.78,12500,30,0.72,0.14
31.8,1.78,1.67,37.52,3.65,2.09,10,1.66,0.5,1.75,0.15,0.33,28.89,13000,35,0.62,0.1
37.52,1.66,1.55,41.26,3.65,2.12,10,1.54,0.58,1.59,0.14,0.4,30.0,13500,40,0.59,0.08
41.15,1.55,1.5,43.22,3.59,2.19,10,1.49,0.61,1.47,0.14,0.44,31.11,14000,45,0.57,0.08
45.1,1.47,1.41,47.62,3.57,2.29,10,1.39,0.65,1.42,0.13,0.46,32.22,14500,50,0.52,0.07
48.65,1.38,1.31,51.36,3.48,2.3,10,1.29,0.7,1.29,0.12,0.51,33.33,15000,55,0.49,0.05
52.19,1.29,1.29,53.58,3.47,2.36,10,1.27,0.72,1.21,0.12,0.54,34.44,15500,60,0.46,0.05
55.65,1.21,1.17,56.94,3.39,2.5,10,1.16,0.75,1.1,0.11,0.59,35.56,16000,65,0.43,0.04
59.03,1.12,1.16,59.04,3.27,2.55,10,1.15,0.78,0.96,0.1,0.64,36.67,16500,70,0.41,0.04
62.11,1.04,1.12,61.16,3.22,2.63,10,1.1,0.79,0.89,0.1,0.67,37.78,17000,75,0.39,0.04
64.95,0.96,1.12,61.5,3.17,2.73,10,1.1,0.8,0.88,0.09,0.67,38.89,17500,80,0.38,0.04
67.73,0.89,1.07,63.96,3.12,2.78,10,1.05,0.81,0.8,0.09,0.7,40.0,18000,85,0.36,0.04
70.31,0.82,1.27,61.38,3.06,2.78,10,1.25,0.83,0.65,0.09,0.75,41.11,18500,90,0.39,0.04
73.47,0.73,1.06,65.76,3.04,2.9,10,1.04,0.83,0.69,0.08,0.74,42.22,19000,95,0.34,0.04
76.52,0.66,1.18,63.78,2.95,3.01,10,1.16,0.84,0.59,0.08,0.78,43.33,19500,100,0.36,0.04
79.2,0.59,1.2,66.22,2.89,3.03,10,1.17,0.86,0.49,0.07,0.81,44.44,20000,105,0.34,0.04
82.06,0.51,1.23,66.72,2.84,3.11,10,1.21,0.86,0.49,0.07,0.81,45.56,20500,110,0.33,0.04
84.62,0.45,1.39,65.56,2.9,3.18,10,1.37,0.86,0.43,0.07,0.84,46.67,21000,115,0.34,0.04
87.32,0.38,1.31,67.6,2.78,3.28,10,1.29,0.87,0.39,0.07,0.85,47.78,21500,120,0.32,0.04
89.8,0.32,1.41,68.48,2.69,3.36,10,1.38,0.87,0.33,0.07,0.87,48.89,22000,125,0.32,0.04
91.68,0.27,1.45,67.8,2.61,3.42,10,1.42,0.87,0.32,0.07,0.88,50.0,22500,130,0.32,0.04
93.3,0.23,1.5,68.76,2.61,3.54,10,1.46,0.88,0.28,0.06,0.89,51.11,23000,135,0.31,0.04
93.9,0.21,1.53,68.56,2.55,3.57,10,1.49,0.88,0.27,0.07,0.9,52.22,23500,140,0.31,0.03
95.15,0.18,1.48,69.92,2.47,3.55,10,1.45,0.88,0.27,0.06,0.9,53.33,24000,145,0.3,0.03
95.77,0.16,1.54,71.02,2.44,3.68,10,1.51,0.88,0.24,0.06,0.91,54.44,24500,150,0.29,0.03
96.0,0.15,1.76,68.76,2.41,3.75,10,1.71,0.88,0.22,0.06,0.92,55.56,25000,155,0.31,0.03
