Train Accuracy,Train Loss,Evaluation Loss,Evaluation Accuracy,Query Times,Training Times,Cluster Coverage,Log Loss,Diversity Metrics,Entropy Reduction,MAE,Model Confidence,Data Percentage,Data Count,EPOCHS,Top 1 Error,Top 5 Error
14.46,2.24,2.01,26.46,-1.0,2.48,-1,2.01,-1.0,1.96,0.17,0.26,22.22,10000,10,0.74,0.22
32.63,1.79,1.65,40.02,4.04,2.95,10,1.64,0.36000001430511475,1.45,0.14,0.45,26.67,12000,20,0.6,0.1
43.84,1.5,1.32,52.68,3.78,3.41,10,1.32,0.6200000047683716,1.29,0.12,0.53,31.11,14000,30,0.47,0.06
52.3,1.29,1.11,60.3,3.64,3.87,10,1.11,0.699999988079071,1.03,0.1,0.62,35.56,16000,40,0.4,0.04
59.42,1.11,0.93,66.98,3.27,4.36,10,0.93,0.7699999809265137,0.82,0.08,0.7,40.0,18000,50,0.33,0.02
65.49,0.95,0.83,71.62,3.22,4.82,10,0.82,0.8100000023841858,0.77,0.08,0.73,44.44,20000,60,0.28,0.02
70.45,0.81,0.78,73.84,2.92,5.29,10,0.78,0.8299999833106995,0.64,0.07,0.77,48.89,22000,70,0.26,0.02
74.71,0.7,0.66,77.0,2.68,5.75,10,0.66,0.8500000238418579,0.52,0.06,0.81,53.33,24000,80,0.23,0.01
78.52,0.6,0.58,80.5,2.44,6.24,10,0.58,0.8600000143051147,0.41,0.05,0.85,57.78,26000,90,0.2,0.01
82.51,0.49,0.57,81.66,2.32,6.7,10,0.57,0.8799999952316284,0.35,0.04,0.87,62.22,28000,100,0.18,0.01
86.86,0.37,0.56,82.94,2.01,7.16,10,0.56,0.8799999952316284,0.28,0.04,0.9,66.67,30000,110,0.17,0.01
91.1,0.26,0.57,83.28,1.79,7.62,10,0.58,0.8799999952316284,0.25,0.04,0.91,71.11,32000,120,0.17,0.01
94.37,0.17,0.59,84.12,1.57,8.12,10,0.6,0.8799999952316284,0.2,0.04,0.93,75.56,34000,130,0.16,0.01
96.56,0.1,0.71,84.0,1.4,8.59,10,0.72,0.8700000047683716,0.16,0.03,0.94,80.0,36000,140,0.16,0.01
97.89,0.06,0.72,84.04,1.09,9.04,10,0.73,0.8700000047683716,0.15,0.03,0.94,84.44,38000,150,0.16,0.01
98.64,0.04,0.72,84.06,0.91,9.54,10,0.72,0.8700000047683716,0.14,0.03,0.95,88.89,40000,160,0.16,0.01
99.03,0.03,0.75,84.34,0.71,10.0,10,0.75,0.8500000238418579,0.13,0.03,0.95,93.33,42000,170,0.16,0.01
99.33,0.02,0.73,84.12,0.49,10.47,10,0.73,0.8600000143051147,0.14,0.03,0.95,97.78,44000,180,0.16,0.01
99.48,0.02,0.76,84.84,0.24,10.7,10,0.76,0.8500000238418579,0.12,0.03,0.95,100.0,45000,190,0.15,0.01
